x1_binary,x2_5level_discrete,x3_5level_decimal,x4_4level_categorical,x5_3level_categorical,x6_binary,pred_mean,pred_std
0,1,0.5,0,2,0,-0.5310544,0.91049653
0,1,0.5,2,0,1,-0.54482293,0.90606683
0,1,0.5,2,0,0,-0.38671902,0.8990078
0,1,0.5,2,1,1,-0.7621591,0.89564097
0,1,0.5,2,1,0,-0.59137917,0.8917501
0,1,0.5,2,2,1,-0.8707986,0.8946883
0,1,0.5,2,2,0,-0.7055184,0.89575416
0,1,0.75,1,0,1,-0.49276552,0.9041943
0,1,0.75,1,0,0,-0.35721454,0.8959741
0,1,0.75,1,1,1,-0.6890969,0.89668006
0,1,0.75,1,1,0,-0.55818087,0.8917372
0,1,0.75,1,2,1,-0.7817303,0.900517
0,1,0.75,1,2,0,-0.66471756,0.8989204
0,1,0.75,3,0,1,-0.44112858,0.91758454
0,1,0.75,3,0,0,-0.28660783,0.91121924
0,1,0.75,3,1,1,-0.6238307,0.90849483
0,1,0.75,3,1,0,-0.45881912,0.90288466
0,1,0.75,3,2,1,-0.72108614,0.9086654
0,1,0.75,3,2,0,-0.5718899,0.90606105
0,1,0.75,0,0,1,-0.37585387,0.9100132
0,1,0.75,0,0,0,-0.2643037,0.9024425
0,1,0.75,0,1,1,-0.5301578,0.90642697
0,1,0.75,0,1,0,-0.43514153,0.9010135
0,1,0.75,0,2,1,-0.60250515,0.9130588
0,1,0.75,0,2,0,-0.52829695,0.9103869
0,1,0.75,2,0,1,-0.526355,0.90758497
0,1,0.75,2,0,0,-0.37216964,0.9004855
0,1,0.75,2,1,1,-0.73789084,0.89745575
0,1,0.75,2,1,0,-0.5751786,0.89263487
0,1,0.75,2,2,1,-0.8418614,0.8973624
0,1,0.75,2,2,0,-0.6874616,0.89667654
0,1,1.0,1,0,1,-0.4773611,0.9071479
0,1,1.0,1,0,0,-0.34846875,0.8996878
0,1,1.0,1,1,1,-0.6669705,0.8995969
0,1,1.0,1,1,0,-0.5441437,0.8943995
0,1,1.0,1,2,1,-0.75364125,0.90352917
0,1,1.0,1,2,0,-0.64617,0.9007339
0,1,1.0,3,0,1,-0.41807464,0.91927546
0,1,1.0,3,0,0,-0.2675452,0.91277426
0,1,1.0,3,1,1,-0.59328145,0.9109021
0,1,1.0,3,1,0,-0.4356133,0.9048187
0,1,1.0,3,2,1,-0.68686444,0.9118441
0,1,1.0,3,2,0,-0.5466654,0.9084404
0,1,1.0,0,0,1,-0.36891547,0.9124746
0,1,1.0,0,0,0,-0.26362607,0.90549487
0,1,1.0,0,1,1,-0.51908016,0.9085839
0,1,1.0,0,1,0,-0.43000385,0.9031213
0,1,1.0,0,2,1,-0.58767855,0.9149041
0,1,1.0,0,2,0,-0.5191179,0.91155154
0,1,1.0,2,0,1,-0.50298846,0.9102374
0,1,1.0,2,0,0,-0.3549219,0.9033127
0,1,1.0,2,1,1,-0.7056052,0.900645
0,1,1.0,2,1,0,-0.5527962,0.89515865
0,1,1.0,2,2,1,-0.8032698,0.9013683
0,1,1.0,2,2,0,-0.6613298,0.8991845
0,2,0.0,1,0,1,-0.40437648,0.90568364
0,2,0.0,1,0,0,-0.2515352,0.90291935
0,2,0.0,1,1,1,-0.51181203,0.8968264
0,2,0.0,1,1,0,-0.34199473,0.8984401
0,2,0.0,1,2,1,-0.5287224,0.89785594
0,2,0.0,1,2,0,-0.37772545,0.9040949
0,2,0.0,3,0,1,-0.3692219,0.9168847
0,2,0.0,3,0,0,-0.22567347,0.91294587
0,2,0.0,3,1,1,-0.46168652,0.908629
0,2,0.0,3,1,0,-0.2955087,0.90671694
0,2,0.0,3,2,1,-0.4942415,0.90929407
0,2,0.0,3,2,0,-0.33981025,0.9106333
0,2,0.0,0,0,1,-0.28152427,0.909711
0,2,0.0,0,0,0,-0.14484403,0.9091125
0,2,0.0,0,1,1,-0.37544873,0.901809
0,2,0.0,0,1,0,-0.23570302,0.9059177
0,2,0.0,0,2,1,-0.39841184,0.9050152
0,2,0.0,0,2,0,-0.28288552,0.9127226
0,2,0.0,2,0,1,-0.4443747,0.9083589
0,2,0.0,2,0,0,-0.29096493,0.90389025
0,2,0.0,2,1,1,-0.5493692,0.8987911
0,2,0.0,2,1,0,-0.3670003,0.8975602
0,2,0.0,2,2,1,-0.57040256,0.89817053
0,2,0.0,2,2,0,-0.39927086,0.90187365
0,2,0.25,1,0,1,-0.4038234,0.90429324
0,2,0.25,1,0,0,-0.24951336,0.901591
0,2,0.25,1,1,1,-0.5103785,0.895291
0,2,0.25,1,1,0,-0.34087893,0.8964747
0,2,0.25,1,2,1,-0.526777,0.8966786
0,2,0.25,1,2,0,-0.3775495,0.90216553
0,2,0.25,3,0,1,-0.3658397,0.91523236
0,2,0.25,3,0,0,-0.21818045,0.9112182
0,2,0.25,3,1,1,-0.45749184,0.9069728
0,2,0.25,3,1,0,-0.2883474,0.904642
0,2,0.25,3,2,1,-0.4905549,0.90818566
0,2,0.25,3,2,0,-0.3351478,0.90888214
0,2,0.25,0,0,1,-0.28249368,0.9081481
0,2,0.25,0,0,0,-0.14555791,0.9076893
0,2,0.25,0,1,1,-0.37669322,0.9000847
0,2,0.25,0,1,0,-0.23805144,0.90409887
0,2,0.25,0,2,1,-0.39964235,0.9037079
0,2,0.25,0,2,0,-0.28587922,0.9110537
0,2,0.25,2,0,1,-0.44192043,0.906923
0,2,0.25,2,0,0,-0.28494844,0.90238076
0,2,0.25,2,1,1,-0.54548,0.89730066
0,2,0.25,2,1,0,-0.36118743,0.89536506
0,2,0.25,2,2,1,-0.56622404,0.89714193
0,2,0.25,2,2,0,-0.3953642,0.8998392
0,2,0.5,1,0,1,-0.39840904,0.9042407
0,2,0.5,1,0,0,-0.24462464,0.9017093
0,2,0.5,1,1,1,-0.5026394,0.8953195
0,2,0.5,1,1,0,-0.33605012,0.89602137
0,2,0.5,1,2,1,-0.51843613,0.8971347
0,2,0.5,1,2,0,-0.3733832,0.9016218
0,2,0.5,3,0,1,-0.35799178,0.91459286
0,2,0.5,3,0,0,-0.20795903,0.9106761
0,2,0.5,3,1,1,-0.4478397,0.9065448
0,2,0.5,3,1,0,-0.2782459,0.90390635
0,2,0.5,3,2,1,-0.4809307,0.9083697
0,2,0.5,3,2,0,-0.327108,0.90840495
0,2,0.5,0,0,1,-0.28066978,0.90789235
0,2,0.5,0,0,0,-0.14556834,0.9075886
0,2,0.5,0,1,1,-0.37378213,0.8998991
0,2,0.5,0,1,0,-0.23835573,0.90363514
0,2,0.5,0,2,1,-0.3964185,0.903942
0,2,0.5,0,2,0,-0.28605324,0.9105666
0,2,0.5,2,0,1,-0.43367395,0.9067114
0,2,0.5,2,0,0,-0.27474234,0.90230036
0,2,0.5,2,1,1,-0.5345944,0.89728653
0,2,0.5,2,1,0,-0.35118476,0.89474803
0,2,0.5,2,2,1,-0.55481815,0.89772975
0,2,0.5,2,2,0,-0.3873097,0.89931184
0,2,0.75,1,0,1,-0.38856158,0.9055173
0,2,0.75,1,0,0,-0.2373757,0.9032374
0,2,0.75,1,1,1,-0.4892302,0.8968938
0,2,0.75,1,1,0,-0.3279496,0.89712316
0,2,0.75,1,2,1,-0.50437057,0.8991447
0,2,0.75,1,2,0,-0.36556205,0.9025124
0,2,0.75,3,0,1,-0.34624502,0.9150257
0,2,0.75,3,0,0,-0.19592807,0.91136277
0,2,0.75,3,1,1,-0.4334443,0.9073847
0,2,0.75,3,1,0,-0.26605877,0.9045875
0,2,0.75,3,2,1,-0.46607974,0.9098096
0,2,0.75,3,2,0,-0.31629795,0.9092484
0,2,0.75,0,0,1,-0.2761725,0.9089673
0,2,0.75,0,0,0,-0.14487919,0.9088106
0,2,0.75,0,1,1,-0.3668954,0.90125936
0,2,0.75,0,1,0,-0.23656753,0.90456516
0,2,0.75,0,2,1,-0.38888478,0.9056455
0,2,0.75,0,2,0,-0.28336242,0.911294
0,2,0.75,2,0,1,-0.4203203,0.90772945
0,2,0.75,2,0,0,-0.26156566,0.9036251
0,2,0.75,2,1,1,-0.51763517,0.8987337
0,2,0.75,2,1,0,-0.33802864,0.89578855
0,2,0.75,2,2,1,-0.5371884,0.8998314
0,2,0.75,2,2,0,-0.3758264,0.9003526
0,2,1.0,1,0,1,-0.37484738,0.9080151
0,2,1.0,1,0,0,-0.2282953,0.9060327
0,2,1.0,1,1,1,-0.4709595,0.8998782
0,2,1.0,1,1,0,-0.31705794,0.8996969
0,2,1.0,1,2,1,-0.48542616,0.90250653
0,2,1.0,1,2,0,-0.35447773,0.9047685
0,2,1.0,3,0,1,-0.3313001,0.9165164
0,2,1.0,3,0,0,-0.18302032,0.9132249
0,2,1.0,3,1,1,-0.415148,0.9094407
0,2,1.0,3,1,0,-0.25259045,0.9066415
0,2,1.0,3,2,1,-0.4468849,0.91237575
0,2,1.0,3,2,0,-0.30332235,0.9113438
0,2,1.0,0,0,1,-0.26917985,0.9112841
0,2,1.0,0,0,0,-0.14341518,0.91124773
0,2,1.0,0,1,1,-0.35635683,0.9040384
0,2,1.0,0,1,0,-0.23266438,0.9068158
0,2,1.0,0,2,1,-0.3774174,0.90862256
0,2,1.0,0,2,0,-0.27785522,0.91317505
0,2,1.0,2,0,1,-0.40273187,0.909899
0,2,1.0,2,0,0,-0.24661502,0.9062288
0,2,1.0,2,1,1,-0.49570206,0.90152305
0,2,1.0,2,1,0,-0.3227372,0.898409
0,2,1.0,2,2,1,-0.5144992,0.90323496
0,2,1.0,2,2,0,-0.3615677,0.90286934
0,3,0.0,1,0,1,-0.1478841,0.9039651
0,3,0.0,1,0,0,0.0283803,0.9097047
0,3,0.0,1,1,1,-0.16534624,0.8930916
0,3,0.0,1,1,0,0.028768208,0.90228885
0,3,0.0,1,2,1,-0.11362383,0.8964331
0,3,0.0,1,2,0,0.03815719,0.90652174
0,3,0.0,3,0,1,-0.07409868,0.9182384
0,3,0.0,3,0,0,0.056494262,0.9179354
0,3,0.0,3,1,1,-0.08294484,0.909863
0,3,0.0,3,1,0,0.0508168,0.91059816
0,3,0.0,3,2,1,-0.08385888,0.9106336
0,3,0.0,3,2,0,0.022533383,0.9133239
0,3,0.0,0,0,1,-0.08229962,0.90377927
0,3,0.0,0,0,0,0.0808498,0.91126317
0,3,0.0,0,1,1,-0.10730794,0.8931766
0,3,0.0,0,1,0,0.072823316,0.9048155
0,3,0.0,0,2,1,-0.077382475,0.90194273
0,3,0.0,0,2,0,0.06723425,0.9124468
0,3,0.0,2,0,1,-0.13835707,0.90959495
0,3,0.0,2,0,0,0.02216437,0.91196877
0,3,0.0,2,1,1,-0.14196113,0.8995644
0,3,0.0,2,1,0,0.027802076,0.90407294
0,3,0.0,2,2,1,-0.10359052,0.89937955
0,3,0.0,2,2,0,0.028003063,0.9062863
0,3,0.25,1,0,1,-0.15021124,0.90195864
0,3,0.25,1,0,0,0.027588692,0.90815806
0,3,0.25,1,1,1,-0.16366634,0.8911944
0,3,0.25,1,1,0,0.030278292,0.90056056
0,3,0.25,1,2,1,-0.10947737,0.89505285
0,3,0.25,1,2,0,0.040782835,0.90498596
0,3,0.25,3,0,1,-0.07928637,0.91683203
0,3,0.25,3,0,0,0.05427208,0.9167102
0,3,0.25,3,1,1,-0.0871416,0.9085246
0,3,0.25,3,1,0,0.048767354,0.90912986
0,3,0.25,3,2,1,-0.08685103,0.90944856
0,3,0.25,3,2,0,0.020422485,0.9117565
0,3,0.25,0,0,1,-0.082149714,0.90146613
0,3,0.25,0,0,0,0.0813227,0.90959996
0,3,0.25,0,1,1,-0.104750365,0.8906389
0,3,0.25,0,1,0,0.07495293,0.90294415
0,3,0.25,0,2,1,-0.07333216,0.90027726
0,3,0.25,0,2,0,0.06998101,0.91098475
0,3,0.25,2,0,1,-0.14309761,0.90790534
0,3,0.25,2,0,0,0.020330038,0.9105746
0,3,0.25,2,1,1,-0.14360961,0.89810747
0,3,0.25,2,1,0,0.027642932,0.9024762
0,3,0.25,2,2,1,-0.10291222,0.8982306
0,3,0.25,2,2,0,0.028617468,0.90469223
0,3,0.5,1,0,1,-0.14956066,0.90137905
0,3,0.5,1,0,0,0.026679602,0.9078422
0,3,0.5,1,1,1,-0.15854064,0.8911093
0,3,0.5,1,1,0,0.03135934,0.9002723
0,3,0.5,1,2,1,-0.10419384,0.89546305
0,3,0.5,1,2,0,0.04221752,0.9048208
0,3,0.5,3,0,1,-0.08400735,0.91641253
0,3,0.5,3,0,0,0.050544884,0.9165361
0,3,0.5,3,1,1,-0.09128961,0.9084075
0,3,0.5,3,1,0,0.044843342,0.90889275
0,3,0.5,3,2,1,-0.09015259,0.90954214
0,3,0.5,3,2,0,0.016819742,0.9113626
0,3,0.5,0,0,1,-0.08020553,0.9007343
0,3,0.5,0,0,0,0.08071247,0.90922326
0,3,0.5,0,1,1,-0.09963742,0.8901148
0,3,0.5,0,1,0,0.07606372,0.90255183
0,3,0.5,0,2,1,-0.068029076,0.90028477
0,3,0.5,0,2,0,0.07154772,0.9107747
0,3,0.5,2,0,1,-0.14567813,0.9074042
0,3,0.5,2,0,0,0.018114354,0.9103323
0,3,0.5,2,1,1,-0.14359483,0.89815664
0,3,0.5,2,1,0,0.026410546,0.9022419
0,3,0.5,2,2,1,-0.10246804,0.89874685
0,3,0.5,2,2,0,0.02762672,0.90446055
0,3,0.75,1,0,1,-0.14618912,0.90228844
0,3,0.75,1,0,0,0.02554002,0.9087813
0,3,0.75,1,1,1,-0.15092227,0.89282745
0,3,0.75,1,1,0,0.031687465,0.9014447
0,3,0.75,1,2,1,-0.09850618,0.89759034
0,3,0.75,1,2,0,0.042180862,0.9060313
0,3,0.75,3,0,1,-0.08796671,0.9170126
0,3,0.75,3,0,0,0.04548582,0.9174128
0,3,0.75,3,1,1,-0.0951055,0.9095047
0,3,0.75,3,1,0,0.039248016,0.90989137
0,3,0.75,3,2,1,-0.09346619,0.91088235
0,3,0.75,3,2,0,0.011929003,0.9121716
0,3,0.75,0,0,1,-0.07678947,0.9016892
0,3,0.75,0,0,0,0.07893792,0.91017044
0,3,0.75,0,1,1,-0.09258291,0.89170307
0,3,0.75,0,1,0,0.0759224,0.90368134
0,3,0.75,0,2,1,-0.062036548,0.9019655
0,3,0.75,0,2,0,0.07169983,0.91183406
0,3,0.75,2,0,1,-0.1460034,0.9081365
0,3,0.75,2,0,0,0.015511242,0.91125226
0,3,0.75,2,1,1,-0.14209011,0.8996775
0,3,0.75,2,1,0,0.024013903,0.90337783
0,3,0.75,2,2,1,-0.10218164,0.90081894
0,3,0.75,2,2,0,0.024996843,0.90559924
0,3,1.0,1,0,1,-0.140533,0.90462077
0,3,1.0,1,0,0,0.024079707,0.91090256
0,3,1.0,1,1,1,-0.14178517,0.89617574
0,3,1.0,1,1,0,0.031031635,0.9039801
0,3,1.0,1,2,1,-0.09290418,0.90120035
0,3,1.0,1,2,0,0.040570643,0.90850925
0,3,1.0,3,0,1,-0.09086838,0.9185943
0,3,1.0,3,0,0,0.03941646,0.91926116
0,3,1.0,3,1,1,-0.09824577,0.91172236
0,3,1.0,3,1,0,0.03236678,0.9120367
0,3,1.0,3,2,1,-0.09639928,0.9133406
0,3,1.0,3,2,0,0.0060971053,0.9141195
0,3,1.0,0,0,1,-0.07232204,0.9042574
0,3,1.0,0,0,0,0.07600972,0.9123618
0,3,1.0,0,1,1,-0.084426135,0.89522326
0,3,1.0,0,1,0,0.074395865,0.9062336
0,3,1.0,0,2,1,-0.055919323,0.9051493
0,3,1.0,0,2,0,0.07032433,0.914071
0,3,1.0,2,0,1,-0.14409998,0.9100588
0,3,1.0,2,0,0,0.012573031,0.91326064
0,3,1.0,2,1,1,-0.13926801,0.9025272
0,3,1.0,2,1,0,0.020514037,0.9057882
0,3,1.0,2,2,1,-0.10182646,0.9042114
0,3,1.0,2,2,0,0.020903077,0.90800625
0,4,0.0,1,0,1,0.23551318,0.90020764
0,4,0.0,1,0,0,0.3787689,0.90627015
0,4,0.0,1,1,1,0.2627543,0.897063
0,4,0.0,1,1,0,0.4210156,0.90100825
0,4,0.0,1,2,1,0.2701116,0.90509605
0,4,0.0,1,2,0,0.39815623,0.90643436
0,4,0.0,3,0,1,0.24674109,0.9114906
0,4,0.0,3,0,0,0.31566516,0.9160194
0,4,0.0,3,1,1,0.25039348,0.9055474
0,4,0.0,3,1,0,0.31221914,0.9071903
0,4,0.0,3,2,1,0.20393851,0.91066617
0,4,0.0,3,2,0,0.24686527,0.909463
0,4,0.0,0,0,1,0.22795162,0.9048703
0,4,0.0,0,0,0,0.37852472,0.90954274
0,4,0.0,0,1,1,0.25128916,0.90029615
0,4,0.0,0,1,0,0.42506203,0.9043099
0,4,0.0,0,2,1,0.26216707,0.91082853
0,4,0.0,0,2,0,0.4067223,0.9127368
0,4,0.0,2,0,1,0.25244763,0.9019577
0,4,0.0,2,0,0,0.35926464,0.9085926
0,4,0.0,2,1,1,0.27257952,0.89862967
0,4,0.0,2,1,0,0.3819565,0.90197366
0,4,0.0,2,2,1,0.25409177,0.9047698
0,4,0.0,2,2,0,0.33842516,0.9050554
0,4,0.25,1,0,1,0.23042628,0.8981878
0,4,0.25,1,0,0,0.37362385,0.9044693
0,4,0.25,1,1,1,0.26100573,0.89530075
0,4,0.25,1,1,0,0.41809994,0.89907986
0,4,0.25,1,2,1,0.27067235,0.9034722
0,4,0.25,1,2,0,0.39689317,0.904466
0,4,0.25,3,0,1,0.23805383,0.910314
0,4,0.25,3,0,0,0.30707076,0.9147694
0,4,0.25,3,1,1,0.24052021,0.9042457
0,4,0.25,3,1,0,0.30151334,0.9052769
0,4,0.25,3,2,1,0.19446737,0.9090055
0,4,0.25,3,2,0,0.23536527,0.9068777
0,4,0.25,0,0,1,0.22713527,0.9031079
0,4,0.25,0,0,0,0.37717947,0.90791345
0,4,0.25,0,1,1,0.2536904,0.8987114
0,4,0.25,0,1,0,0.42642373,0.9026503
0,4,0.25,0,2,1,0.26597518,0.90952593
0,4,0.25,0,2,0,0.40926212,0.91128826
0,4,0.25,2,0,1,0.244679,0.90016395
0,4,0.25,2,0,0,0.35145202,0.9069495
0,4,0.25,2,1,1,0.26591393,0.8969722
0,4,0.25,2,1,0,0.37425116,0.8999396
0,4,0.25,2,2,1,0.24905816,0.90299404
0,4,0.25,2,2,0,0.3314007,0.9026311
0,4,0.5,1,0,1,0.223097,0.89764047
0,4,0.5,1,0,0,0.36359918,0.90392846
0,4,0.5,1,1,1,0.2565497,0.8950601
0,4,0.5,1,1,0,0.40942368,0.89856434
0,4,0.5,1,2,1,0.2677791,0.9031926
0,4,0.5,1,2,0,0.3900332,0.90386087
0,4,0.5,3,0,1,0.22561517,0.9103481
0,4,0.5,3,0,0,0.29391822,0.9146036
0,4,0.5,3,1,1,0.22655061,0.9043016
0,4,0.5,3,1,0,0.28622362,0.90471125
0,4,0.5,3,2,1,0.18182096,0.9085421
0,4,0.5,3,2,0,0.2206088,0.9055508
0,4,0.5,0,0,1,0.22434345,0.90282613
0,4,0.5,0,0,0,0.37106174,0.9075629
0,4,0.5,0,1,1,0.25401667,0.8987207
0,4,0.5,0,1,0,0.4221126,0.9024295
0,4,0.5,0,2,1,0.26694155,0.9094981
0,4,0.5,0,2,0,0.40631336,0.9110751
0,4,0.5,2,0,1,0.23360881,0.8997803
0,4,0.5,2,0,0,0.33869496,0.9065017
0,4,0.5,2,1,1,0.25537893,0.89675885
0,4,0.5,2,1,0,0.3610634,0.8992788
0,4,0.5,2,2,1,0.24021116,0.9025299
0,4,0.5,2,2,0,0.31959185,0.90156066
0,4,0.75,1,0,1,0.21402171,0.8986327
0,4,0.75,1,0,0,0.349237,0.9046929
0,4,0.75,1,1,1,0.24941805,0.8963508
0,4,0.75,1,1,0,0.39535218,0.8995056
0,4,0.75,1,2,1,0.26136643,0.9042743
0,4,0.75,1,2,0,0.37781426,0.9046845
0,4,0.75,3,0,1,0.21011236,0.91157496
0,4,0.75,3,0,0,0.27689272,0.91552174
0,4,0.75,3,1,1,0.20937291,0.9056664
0,4,0.75,3,1,0,0.2672416,0.90553045
0,4,0.75,3,2,1,0.1667602,0.9093059
0,4,0.75,3,2,0,0.20354486,0.9056465
0,4,0.75,0,0,1,0.21963596,0.9040347
0,4,0.75,0,0,0,0.36043805,0.9085147
0,4,0.75,0,1,1,0.25187913,0.9002916
0,4,0.75,0,1,0,0.4121996,0.90365744
0,4,0.75,0,2,1,0.26475897,0.91073525
0,4,0.75,0,2,0,0.3978787,0.912114
0,4,0.75,2,0,1,0.219861,0.9008559
0,4,0.75,2,0,0,0.32167515,0.9072832
0,4,0.75,2,1,1,0.24153093,0.8979916
0,4,0.75,2,1,0,0.34309042,0.9000476
0,4,0.75,2,2,1,0.2279906,0.903409
0,4,0.75,2,2,0,0.30362853,0.9019607
0,4,1.0,1,0,1,0.20364162,0.9011052
0,4,1.0,1,0,0,0.331273,0.906715
0,4,1.0,1,1,1,0.23973069,0.8990698
0,4,1.0,1,1,0,0.3765489,0.9018351
0,4,1.0,1,2,1,0.2515813,0.90663004
0,4,1.0,1,2,0,0.36079496,0.90686494
0,4,1.0,3,0,1,0.19240955,0.9138893
0,4,1.0,3,0,0,0.2568985,0.91744316
0,4,1.0,3,1,1,0.19003889,0.9082064
0,4,1.0,3,1,0,0.2456449,0.90765625
0,4,1.0,3,2,1,0.15016535,0.9112401
0,4,1.0,3,2,0,0.18513486,0.9072106
0,4,1.0,0,0,1,0.21309945,0.9066106
0,4,1.0,0,0,0,0.3458049,0.91068804
0,4,1.0,0,1,1,0.24700645,0.90326595
0,4,1.0,0,1,0,0.39708856,0.90622425
0,4,1.0,0,2,1,0.25928256,0.91312677
0,4,1.0,0,2,0,0.384286,0.91431403
0,4,1.0,2,0,1,0.20416185,0.90332556
0,4,1.0,2,0,0,0.30129555,0.9092426
0,4,1.0,2,1,1,0.22510001,0.90057355
0,4,1.0,2,1,0,0.32129142,0.90219355
0,4,1.0,2,2,1,0.21304372,0.90556693
0,4,1.0,2,2,0,0.28435406,0.9038221
0,5,0.0,1,0,1,0.53411806,0.8992305
0,5,0.0,1,0,0,0.6120257,0.9011221
0,5,0.0,1,1,1,0.5600159,0.9006297
0,5,0.0,1,1,0,0.66020626,0.8995159
0,5,0.0,1,2,1,0.49553138,0.9123154
0,5,0.0,1,2,0,0.5862164,0.909725
0,5,0.0,3,0,1,0.4173876,0.9081568
0,5,0.0,3,0,0,0.4252684,0.916097
0,5,0.0,3,1,1,0.4038774,0.90594053
0,5,0.0,3,1,0,0.4060997,0.91095924
0,5,0.0,3,2,1,0.31777862,0.9141004
0,5,0.0,3,2,0,0.31279,0.9152933
0,5,0.0,0,0,1,0.48721674,0.91134465
0,5,0.0,0,0,0,0.5905242,0.9093305
0,5,0.0,0,1,1,0.5267709,0.9086479
0,5,0.0,0,1,0,0.6597421,0.904674
0,5,0.0,0,2,1,0.4845457,0.91931057
0,5,0.0,0,2,0,0.60252714,0.915197
0,5,0.0,2,0,1,0.5111623,0.895673
0,5,0.0,2,0,0,0.547051,0.90367645
0,5,0.0,2,1,1,0.51479244,0.8981816
0,5,0.0,2,1,0,0.5597242,0.9017086
0,5,0.0,2,2,1,0.43080428,0.9094644
0,5,0.0,2,2,0,0.4696159,0.90950274
0,5,0.25,1,0,1,0.53194755,0.8978904
0,5,0.25,1,0,0,0.6057625,0.89925265
0,5,0.25,1,1,1,0.5578188,0.899157
0,5,0.25,1,1,0,0.65464973,0.89748454
0,5,0.25,1,2,1,0.49293205,0.91058356
0,5,0.25,1,2,0,0.5809972,0.90779984
0,5,0.25,3,0,1,0.40915886,0.90769964
0,5,0.25,3,0,0,0.4150854,0.91503465
0,5,0.25,3,1,1,0.39268595,0.90487707
0,5,0.25,3,1,0,0.3916249,0.90913284
0,5,0.25,3,2,1,0.30511433,0.91226107
0,5,0.25,3,2,0,0.29538333,0.9128289
0,5,0.25,0,0,1,0.4877147,0.91012883
0,5,0.25,0,0,0,0.58806956,0.9077119
0,5,0.25,0,1,1,0.52839667,0.90754586
0,5,0.25,0,1,0,0.65911627,0.9030024
0,5,0.25,0,2,1,0.48604554,0.9182453
0,5,0.25,0,2,0,0.6025237,0.91382635
0,5,0.25,2,0,1,0.5050933,0.8948556
