x1_CeilingHeight,x2_GridModule,x3_OuterFurniture,x4_VisualBoundary,x5_PhysicalBoundary,x6_InnerFurniture,pred_mean,pred_std
2.8,8.0,2,2,0,2,0.65068984,0.7780806
2.8,8.0,2,2,0,1,0.79957867,0.7708973
2.8,8.0,2,2,0,0,0.87337625,0.78511024
2.8,8.0,2,2,1,2,0.68935263,0.7799118
2.8,8.0,2,2,1,1,0.87932897,0.77283263
2.8,8.0,2,2,1,0,0.9886557,0.78871804
2.8,8.0,2,0,0,2,0.0017563403,0.7607283
2.8,8.0,2,0,0,1,0.109473675,0.74450874
2.8,8.0,2,0,0,0,0.1908302,0.7439387
2.8,8.0,2,0,1,2,-0.24737105,0.7535412
2.8,8.0,2,0,1,1,-0.15930083,0.7418131
2.8,8.0,2,0,1,0,-0.081248194,0.7462205
2.8,8.0,1,1,0,2,0.0069987476,0.75454617
2.8,8.0,1,1,0,1,0.17990264,0.75045556
2.8,8.0,1,1,0,0,0.31309983,0.7625013
2.8,8.0,1,1,1,2,-0.28814492,0.75555545
2.8,8.0,1,1,1,1,-0.11004558,0.75285345
2.8,8.0,1,1,1,0,0.050978333,0.76785874
2.8,8.0,1,2,0,2,0.26560977,0.7559212
2.8,8.0,1,2,0,1,0.41597244,0.7489831
2.8,8.0,1,2,0,0,0.52883327,0.7608642
2.8,8.0,1,2,1,2,0.28386322,0.7620724
2.8,8.0,1,2,1,1,0.48038802,0.7538576
2.8,8.0,1,2,1,0,0.62920356,0.7684952
2.8,8.0,1,0,0,2,-0.38499287,0.7615221
2.8,8.0,1,0,0,1,-0.27478883,0.75608087
2.8,8.0,1,0,0,0,-0.16715753,0.76916283
2.8,8.0,1,0,1,2,-0.9619597,0.7524033
2.8,8.0,1,0,1,1,-0.87085366,0.7501462
2.8,8.0,1,0,1,0,-0.7337538,0.76474774
2.8,8.0,0,1,0,2,-0.36283448,0.76448715
2.8,8.0,0,1,0,1,-0.23718295,0.75689346
2.8,8.0,0,1,0,0,-0.117446035,0.7662212
2.8,8.0,0,1,1,2,-0.71455586,0.76438624
2.8,8.0,0,1,1,1,-0.6105058,0.76151705
2.8,8.0,0,1,1,0,-0.48727617,0.7767454
2.8,8.0,0,2,0,2,0.030206293,0.75647324
2.8,8.0,0,2,0,1,0.13495842,0.7531766
2.8,8.0,0,2,0,0,0.21857056,0.77435774
2.8,8.0,0,2,1,2,-0.021978647,0.7949681
2.8,8.0,0,2,1,1,0.105977386,0.7868218
2.8,8.0,0,2,1,0,0.21059582,0.79725474
2.8,8.0,0,0,0,2,-0.8929864,0.7723851
2.8,8.0,0,0,0,1,-0.8142544,0.76581824
2.8,8.0,0,0,0,0,-0.6901797,0.7831466
2.8,8.0,0,0,1,2,-1.6479721,0.7777604
2.8,8.0,0,0,1,1,-1.617274,0.7643261
2.8,8.0,0,0,1,0,-1.4501445,0.7735783
4.0,6.5,2,1,0,2,0.40477464,0.7449984
4.0,6.5,2,1,0,1,0.5822536,0.7497979
4.0,6.5,2,1,0,0,0.712059,0.7698693
4.0,6.5,2,1,1,2,0.39644018,0.75066036
4.0,6.5,2,1,1,1,0.5526327,0.7474507
4.0,6.5,2,1,1,0,0.655916,0.7601093
4.0,6.5,2,2,0,2,1.005177,0.76435506
4.0,6.5,2,2,0,1,1.1690698,0.7561874
4.0,6.5,2,2,0,0,1.2227197,0.77046245
4.0,6.5,2,2,1,2,1.0453675,0.76124084
4.0,6.5,2,2,1,1,1.255373,0.75542676
4.0,6.5,2,2,1,0,1.3530834,0.7729363
4.0,6.5,2,0,0,2,0.0018416643,0.764186
4.0,6.5,2,0,0,1,0.124972075,0.75251114
4.0,6.5,2,0,0,0,0.2230592,0.7554124
4.0,6.5,2,0,1,2,-0.27182707,0.7497243
4.0,6.5,2,0,1,1,-0.20425785,0.73406076
4.0,6.5,2,0,1,0,-0.13917193,0.7352613
4.0,6.5,1,1,0,2,0.19618055,0.7529303
4.0,6.5,1,1,0,1,0.38176146,0.74730676
4.0,6.5,1,1,0,0,0.5153719,0.7556331
4.0,6.5,1,1,1,2,-0.07216486,0.7596049
4.0,6.5,1,1,1,1,0.094870955,0.7547071
4.0,6.5,1,1,1,0,0.22851494,0.7642145
4.0,6.5,1,2,0,2,0.6159568,0.7585672
4.0,6.5,1,2,0,1,0.77991986,0.74962384
4.0,6.5,1,2,0,0,0.8730365,0.76083165
4.0,6.5,1,2,1,2,0.6185434,0.7463326
4.0,6.5,1,2,1,1,0.825969,0.73398495
4.0,6.5,1,2,1,0,0.9584639,0.74856514
4.0,6.5,1,0,0,2,-0.41203597,0.7668851
4.0,6.5,1,0,0,1,-0.28562835,0.76139903
4.0,6.5,1,0,0,0,-0.15998557,0.77232754
4.0,6.5,1,0,1,2,-0.97504807,0.74741226
4.0,6.5,1,0,1,1,-0.89839494,0.74037343
4.0,6.5,1,0,1,0,-0.7787268,0.7516426
4.0,6.5,0,1,0,2,-0.26790765,0.7746196
4.0,6.5,0,1,0,1,-0.128898,0.76607937
4.0,6.5,0,1,0,0,-0.003074795,0.7724724
4.0,6.5,0,1,1,2,-0.65926206,0.7642195
4.0,6.5,0,1,1,1,-0.562335,0.7555884
4.0,6.5,0,1,1,0,-0.44935456,0.7650685
4.0,6.5,0,2,0,2,0.2336528,0.76449114
4.0,6.5,0,2,0,1,0.34816876,0.7589806
4.0,6.5,0,2,0,0,0.42562118,0.7768518
4.0,6.5,0,2,1,2,0.15199253,0.78418916
4.0,6.5,0,2,1,1,0.28483096,0.77098846
4.0,6.5,0,2,1,0,0.38195,0.77876794
4.0,6.5,0,0,0,2,-0.9550446,0.7802574
4.0,6.5,0,0,0,1,-0.86688066,0.7711245
4.0,6.5,0,0,0,0,-0.72531044,0.78514737
4.0,6.5,0,0,1,2,-1.7544138,0.7783721
4.0,6.5,0,0,1,1,-1.7429931,0.7644683
4.0,6.5,0,0,1,0,-1.5743546,0.7729826
4.0,8.0,2,1,0,2,0.23680112,0.7558627
4.0,8.0,2,1,0,1,0.4142669,0.75684774
4.0,8.0,2,1,0,0,0.5560367,0.7728513
4.0,8.0,2,1,1,2,0.20101771,0.75121444
4.0,8.0,2,1,1,1,0.37819096,0.7443054
4.0,8.0,2,1,1,0,0.51698625,0.7561687
4.0,8.0,2,2,0,2,0.7422811,0.77098286
4.0,8.0,2,2,0,1,0.89955664,0.7632265
4.0,8.0,2,2,0,0,0.97227025,0.777271
4.0,8.0,2,2,1,2,0.7926552,0.7709358
4.0,8.0,2,2,1,1,0.99798536,0.764344
4.0,8.0,2,2,1,0,1.1114455,0.7806125
4.0,8.0,2,0,0,2,-0.023965746,0.7598143
4.0,8.0,2,0,0,1,0.09385076,0.74558574
4.0,8.0,2,0,0,0,0.18748435,0.7463301
4.0,8.0,2,0,1,2,-0.26510158,0.7497674
4.0,8.0,2,0,1,1,-0.1787236,0.73874897
4.0,8.0,2,0,1,0,-0.09967247,0.74379873
4.0,8.0,1,1,0,2,0.050982744,0.750238
4.0,8.0,1,1,0,1,0.23610911,0.7473879
4.0,8.0,1,1,0,0,0.37612268,0.75913084
4.0,8.0,1,1,1,2,-0.23168,0.75323474
4.0,8.0,1,1,1,1,-0.04773721,0.7500382
4.0,8.0,1,1,1,0,0.11146,0.76298404
4.0,8.0,1,2,0,2,0.31275722,0.752314
4.0,8.0,1,2,0,1,0.46909246,0.744961
4.0,8.0,1,2,0,0,0.58382416,0.7559628
4.0,8.0,1,2,1,2,0.3366528,0.75620097
4.0,8.0,1,2,1,1,0.5419109,0.748428
4.0,8.0,1,2,1,0,0.6946095,0.7628802
4.0,8.0,1,0,0,2,-0.39617637,0.75788563
4.0,8.0,1,0,0,1,-0.26967594,0.75402266
4.0,8.0,1,0,0,0,-0.14802048,0.767353
4.0,8.0,1,0,1,2,-0.96422136,0.74852973
4.0,8.0,1,0,1,1,-0.86820066,0.7460764
4.0,8.0,1,0,1,0,-0.73017573,0.75972325
4.0,8.0,0,1,0,2,-0.37626508,0.7581054
4.0,8.0,0,1,0,1,-0.23378912,0.7519658
4.0,8.0,0,1,0,0,-0.098296314,0.7615842
4.0,8.0,0,1,1,2,-0.7278584,0.75862116
4.0,8.0,0,1,1,1,-0.62275875,0.75570196
4.0,8.0,0,1,1,0,-0.49824348,0.76964843
4.0,8.0,0,2,0,2,0.0141584575,0.7547863
4.0,8.0,0,2,0,1,0.12716946,0.7513816
4.0,8.0,0,2,0,0,0.21975288,0.77182734
4.0,8.0,0,2,1,2,-0.03773114,0.7905329
4.0,8.0,0,2,1,1,0.092467695,0.7826476
4.0,8.0,0,2,1,0,0.20138457,0.79321176
4.0,8.0,0,0,0,2,-0.908278,0.767743
4.0,8.0,0,0,0,1,-0.81049705,0.7609027
4.0,8.0,0,0,0,0,-0.6701864,0.77683705
4.0,8.0,0,0,1,2,-1.6669885,0.7725434
4.0,8.0,0,0,1,1,-1.6320857,0.75757426
4.0,8.0,0,0,1,0,-1.4629066,0.7647356
8.5,6.5,2,1,0,2,0.56029403,0.7884341
8.5,6.5,2,1,0,1,0.72720957,0.78066313
8.5,6.5,2,1,0,0,0.8342446,0.7879783
8.5,6.5,2,1,1,2,0.61072075,0.7777135
8.5,6.5,2,1,1,1,0.7649287,0.77099013
8.5,6.5,2,1,1,0,0.8448664,0.7800392
8.5,6.5,2,2,0,2,1.0765989,0.7960188
8.5,6.5,2,2,0,1,1.2359543,0.79039246
8.5,6.5,2,2,0,0,1.2958603,0.80251
8.5,6.5,2,2,1,2,1.1956034,0.77111834
8.5,6.5,2,2,1,1,1.4231387,0.7651568
8.5,6.5,2,2,1,0,1.5287193,0.77986115
8.5,6.5,2,0,0,2,-0.16574231,0.77895826
8.5,6.5,2,0,0,1,-0.024496704,0.76462984
8.5,6.5,2,0,0,0,0.1172975,0.77163994
8.5,6.5,2,0,1,2,-0.321439,0.7783375
8.5,6.5,2,0,1,1,-0.24622527,0.7593323
8.5,6.5,2,0,1,0,-0.162913,0.7620829
8.5,6.5,1,1,0,2,0.26881418,0.75725013
8.5,6.5,1,1,0,1,0.4729148,0.75076985
8.5,6.5,1,1,0,0,0.62239385,0.7614628
8.5,6.5,1,1,1,2,0.104462415,0.7645881
8.5,6.5,1,1,1,1,0.26192322,0.75742525
8.5,6.5,1,1,1,0,0.3712848,0.7659862
8.5,6.5,1,2,0,2,0.65375173,0.7784183
8.5,6.5,1,2,0,1,0.8033048,0.7651108
8.5,6.5,1,2,0,0,0.8917645,0.77486813
8.5,6.5,1,2,1,2,0.72195137,0.7563275
8.5,6.5,1,2,1,1,0.91143537,0.740167
8.5,6.5,1,2,1,0,1.0150468,0.7544186
8.5,6.5,1,0,0,2,-0.46186718,0.7662778
8.5,6.5,1,0,0,1,-0.2848678,0.75930774
8.5,6.5,1,0,0,0,-0.10522547,0.7729298
8.5,6.5,1,0,1,2,-0.816592,0.7736483
8.5,6.5,1,0,1,1,-0.7176194,0.75962687
8.5,6.5,1,0,1,0,-0.5931417,0.76356196
8.5,6.5,0,1,0,2,-0.30042925,0.76014733
8.5,6.5,0,1,0,1,-0.12265369,0.7571471
8.5,6.5,0,1,0,0,0.043972343,0.7703627
8.5,6.5,0,1,1,2,-0.65049493,0.7421574
8.5,6.5,0,1,1,1,-0.56596303,0.74000746
8.5,6.5,0,1,1,0,-0.45714173,0.7563628
8.5,6.5,0,2,0,2,0.14091524,0.79303116
8.5,6.5,0,2,0,1,0.25750068,0.7825368
8.5,6.5,0,2,0,0,0.34563133,0.79580796
8.5,6.5,0,2,1,2,0.044758767,0.78826725
8.5,6.5,0,2,1,1,0.1481246,0.77591044
8.5,6.5,0,2,1,0,0.23582456,0.7888119
8.5,6.5,0,0,0,2,-0.7864131,0.78201556
8.5,6.5,0,0,0,1,-0.6292149,0.77102154
8.5,6.5,0,0,0,0,-0.45910725,0.78158176
8.5,6.5,0,0,1,2,-1.3601036,0.79256845
8.5,6.5,0,0,1,1,-1.3071598,0.7734193
8.5,6.5,0,0,1,0,-1.1756272,0.7719766
8.5,8.0,2,1,0,2,0.38663825,0.7874626
8.5,8.0,2,1,0,1,0.53671324,0.77743477
8.5,8.0,2,1,0,0,0.6403798,0.78264576
8.5,8.0,2,1,1,2,0.42161724,0.7802804
8.5,8.0,2,1,1,1,0.5713799,0.7677758
8.5,8.0,2,1,1,0,0.66114557,0.77188957
8.5,8.0,2,2,0,2,0.88194764,0.7894906
8.5,8.0,2,2,0,1,1.0212065,0.7860983
8.5,8.0,2,2,0,0,1.0765221,0.80051273
8.5,8.0,2,2,1,2,0.98229337,0.77738816
8.5,8.0,2,2,1,1,1.1842963,0.7734501
8.5,8.0,2,2,1,0,1.2838693,0.78858244
8.5,8.0,2,0,0,2,-0.2537178,0.7809981
8.5,8.0,2,0,0,1,-0.12993792,0.77237135
8.5,8.0,2,0,0,0,-0.00035622716,0.782267
8.5,8.0,2,0,1,2,-0.41332617,0.7762523
8.5,8.0,2,0,1,1,-0.35287455,0.75923544
8.5,8.0,2,0,1,0,-0.27609298,0.7639541
8.5,8.0,1,1,0,2,0.106236786,0.75791603
8.5,8.0,1,1,0,1,0.29451343,0.7554086
8.5,8.0,1,1,0,0,0.43862614,0.7681898
8.5,8.0,1,1,1,2,-0.038963705,0.7658987
8.5,8.0,1,1,1,1,0.11977336,0.7541768
8.5,8.0,1,1,1,0,0.23515305,0.75963765
8.5,8.0,1,2,0,2,0.4287053,0.7820279
8.5,8.0,1,2,0,1,0.5616363,0.7693195
8.5,8.0,1,2,0,0,0.6502117,0.7758826
8.5,8.0,1,2,1,2,0.498785,0.77484995
8.5,8.0,1,2,1,1,0.6720363,0.7598856
8.5,8.0,1,2,1,0,0.78082454,0.76753366
8.5,8.0,1,0,0,2,-0.51929307,0.77205396
8.5,8.0,1,0,0,1,-0.3512781,0.7680069
8.5,8.0,1,0,0,0,-0.17876229,0.78119296
8.5,8.0,1,0,1,2,-0.87731147,0.7654336
8.5,8.0,1,0,1,1,-0.7760608,0.753021
8.5,8.0,1,0,1,0,-0.65037143,0.7599295
8.5,8.0,0,1,0,2,-0.45897833,0.7443126
8.5,8.0,0,1,0,1,-0.28243473,0.7491769
8.5,8.0,0,1,0,0,-0.10403946,0.7706005
8.5,8.0,0,1,1,2,-0.7293283,0.7560216
8.5,8.0,0,1,1,1,-0.6355097,0.74855155
8.5,8.0,0,1,1,0,-0.51704013,0.7592151
8.5,8.0,0,2,0,2,-0.047489077,0.7985597
8.5,8.0,0,2,0,1,0.06165722,0.79105496
8.5,8.0,0,2,0,0,0.15861818,0.8033519
8.5,8.0,0,2,1,2,-0.10061565,0.80666417
8.5,8.0,0,2,1,1,0.00068095326,0.7957578
8.5,8.0,0,2,1,0,0.09402594,0.80457336
8.5,8.0,0,0,0,2,-0.85516584,0.7740419
8.5,8.0,0,0,0,1,-0.6936457,0.7638198
8.5,8.0,0,0,0,0,-0.5102439,0.77318746
8.5,8.0,0,0,1,2,-1.3904351,0.78088367
8.5,8.0,0,0,1,1,-1.3348014,0.75405675
8.5,8.0,0,0,1,0,-1.1996078,0.7468273
