Condition_ID,x1_CeilingHeight,x2_GridModule,x3_OuterFurniture,x4_VisualBoundary,x5_PhysicalBoundary,x6_InnerFurniture
81,2.8,8.0,Rotated,Translucent,Closed,Chaos
82,2.8,8.0,Rotated,Translucent,Open,Strict
83,2.8,8.0,Rotated,Translucent,Open,Rotated
84,2.8,8.0,Rotated,Translucent,Open,Chaos
85,2.8,8.0,Rotated,Color,Closed,Strict
86,2.8,8.0,Rotated,Color,Closed,Rotated
87,2.8,8.0,Rotated,Color,Closed,Chaos
88,2.8,8.0,Rotated,Color,Open,Strict
89,2.8,8.0,Rotated,Color,Open,Rotated
90,2.8,8.0,Rotated,Color,Open,Chaos
91,2.8,8.0,Chaos,Solid,Closed,Strict
92,2.8,8.0,Chaos,Solid,Closed,Rotated
93,2.8,8.0,Chaos,Solid,Closed,Chaos
94,2.8,8.0,Chaos,Solid,Open,Strict
95,2.8,8.0,Chaos,Solid,Open,Rotated
96,2.8,8.0,Chaos,Solid,Open,Chaos
97,2.8,8.0,Chaos,Translucent,Closed,Strict
98,2.8,8.0,Chaos,Translucent,Closed,Rotated
99,2.8,8.0,Chaos,Translucent,Closed,Chaos
100,2.8,8.0,Chaos,Translucent,Open,Strict
101,2.8,8.0,Chaos,Translucent,Open,Rotated
102,2.8,8.0,Chaos,Translucent,Open,Chaos
103,2.8,8.0,Chaos,Color,Closed,Strict
104,2.8,8.0,Chaos,Color,Closed,Rotated
105,2.8,8.0,Chaos,Color,Closed,Chaos
106,2.8,8.0,Chaos,Color,Open,Strict
107,2.8,8.0,Chaos,Color,Open,Rotated
108,2.8,8.0,Chaos,Color,Open,Chaos
109,4.0,6.5,Strict,Solid,Closed,Strict
110,4.0,6.5,Strict,Solid,Closed,Rotated
111,4.0,6.5,Strict,Solid,Closed,Chaos
112,4.0,6.5,Strict,Solid,Open,Strict
113,4.0,6.5,Strict,Solid,Open,Rotated
114,4.0,6.5,Strict,Solid,Open,Chaos
115,4.0,6.5,Strict,Translucent,Closed,Strict
116,4.0,6.5,Strict,Translucent,Closed,Rotated
117,4.0,6.5,Strict,Translucent,Closed,Chaos
118,4.0,6.5,Strict,Translucent,Open,Strict
119,4.0,6.5,Strict,Translucent,Open,Rotated
120,4.0,6.5,Strict,Translucent,Open,Chaos
121,4.0,6.5,Strict,Color,Closed,Strict
122,4.0,6.5,Strict,Color,Closed,Rotated
123,4.0,6.5,Strict,Color,Closed,Chaos
124,4.0,6.5,Strict,Color,Open,Strict
125,4.0,6.5,Strict,Color,Open,Rotated
126,4.0,6.5,Strict,Color,Open,Chaos
127,4.0,6.5,Rotated,Solid,Closed,Strict
128,4.0,6.5,Rotated,Solid,Closed,Rotated
129,4.0,6.5,Rotated,Solid,Closed,Chaos
130,4.0,6.5,Rotated,Solid,Open,Strict
131,4.0,6.5,Rotated,Solid,Open,Rotated
132,4.0,6.5,Rotated,Solid,Open,Chaos
133,4.0,6.5,Rotated,Translucent,Closed,Strict
134,4.0,6.5,Rotated,Translucent,Closed,Rotated
135,4.0,6.5,Rotated,Translucent,Closed,Chaos
136,4.0,6.5,Rotated,Translucent,Open,Strict
137,4.0,6.5,Rotated,Translucent,Open,Rotated
138,4.0,6.5,Rotated,Translucent,Open,Chaos
139,4.0,6.5,Rotated,Color,Closed,Strict
140,4.0,6.5,Rotated,Color,Closed,Rotated
141,4.0,6.5,Rotated,Color,Closed,Chaos
142,4.0,6.5,Rotated,Color,Open,Strict
143,4.0,6.5,Rotated,Color,Open,Rotated
144,4.0,6.5,Rotated,Color,Open,Chaos
145,4.0,6.5,Chaos,Solid,Closed,Strict
146,4.0,6.5,Chaos,Solid,Closed,Rotated
147,4.0,6.5,Chaos,Solid,Closed,Chaos
148,4.0,6.5,Chaos,Solid,Open,Strict
149,4.0,6.5,Chaos,Solid,Open,Rotated
150,4.0,6.5,Chaos,Solid,Open,Chaos
151,4.0,6.5,Chaos,Translucent,Closed,Strict
152,4.0,6.5,Chaos,Translucent,Closed,Rotated
153,4.0,6.5,Chaos,Translucent,Closed,Chaos
154,4.0,6.5,Chaos,Translucent,Open,Strict
155,4.0,6.5,Chaos,Translucent,Open,Rotated
156,4.0,6.5,Chaos,Translucent,Open,Chaos
157,4.0,6.5,Chaos,Color,Closed,Strict
158,4.0,6.5,Chaos,Color,Closed,Rotated
159,4.0,6.5,Chaos,Color,Closed,Chaos
160,4.0,6.5,Chaos,Color,Open,Strict
161,4.0,6.5,Chaos,Color,Open,Rotated
162,4.0,6.5,Chaos,Color,Open,Chaos
163,4.0,8.0,Strict,Solid,Closed,Strict
164,4.0,8.0,Strict,Solid,Closed,Rotated
165,4.0,8.0,Strict,Solid,Closed,Chaos
166,4.0,8.0,Strict,Solid,Open,Strict
167,4.0,8.0,Strict,Solid,Open,Rotated
168,4.0,8.0,Strict,Solid,Open,Chaos
169,4.0,8.0,Strict,Translucent,Closed,Strict
170,4.0,8.0,Strict,Translucent,Closed,Rotated
171,4.0,8.0,Strict,Translucent,Closed,Chaos
172,4.0,8.0,Strict,Translucent,Open,Strict
173,4.0,8.0,Strict,Translucent,Open,Rotated
174,4.0,8.0,Strict,Translucent,Open,Chaos
175,4.0,8.0,Strict,Color,Closed,Strict
176,4.0,8.0,Strict,Color,Closed,Rotated
177,4.0,8.0,Strict,Color,Closed,Chaos
178,4.0,8.0,Strict,Color,Open,Strict
179,4.0,8.0,Strict,Color,Open,Rotated
180,4.0,8.0,Strict,Color,Open,Chaos
181,4.0,8.0,Rotated,Solid,Closed,Strict
182,4.0,8.0,Rotated,Solid,Closed,Rotated
183,4.0,8.0,Rotated,Solid,Closed,Chaos
184,4.0,8.0,Rotated,Solid,Open,Strict
185,4.0,8.0,Rotated,Solid,Open,Rotated
186,4.0,8.0,Rotated,Solid,Open,Chaos
187,4.0,8.0,Rotated,Translucent,Closed,Strict
188,4.0,8.0,Rotated,Translucent,Closed,Rotated
189,4.0,8.0,Rotated,Translucent,Closed,Chaos
190,4.0,8.0,Rotated,Translucent,Open,Strict
191,4.0,8.0,Rotated,Translucent,Open,Rotated
192,4.0,8.0,Rotated,Translucent,Open,Chaos
193,4.0,8.0,Rotated,Color,Closed,Strict
194,4.0,8.0,Rotated,Color,Closed,Rotated
195,4.0,8.0,Rotated,Color,Closed,Chaos
196,4.0,8.0,Rotated,Color,Open,Strict
197,4.0,8.0,Rotated,Color,Open,Rotated
198,4.0,8.0,Rotated,Color,Open,Chaos
199,4.0,8.0,Chaos,Solid,Closed,Strict
200,4.0,8.0,Chaos,Solid,Closed,Rotated
201,4.0,8.0,Chaos,Solid,Closed,Chaos
202,4.0,8.0,Chaos,Solid,Open,Strict
203,4.0,8.0,Chaos,Solid,Open,Rotated
204,4.0,8.0,Chaos,Solid,Open,Chaos
205,4.0,8.0,Chaos,Translucent,Closed,Strict
206,4.0,8.0,Chaos,Translucent,Closed,Rotated
207,4.0,8.0,Chaos,Translucent,Closed,Chaos
208,4.0,8.0,Chaos,Translucent,Open,Strict
209,4.0,8.0,Chaos,Translucent,Open,Rotated
210,4.0,8.0,Chaos,Translucent,Open,Chaos
211,4.0,8.0,Chaos,Color,Closed,Strict
212,4.0,8.0,Chaos,Color,Closed,Rotated
213,4.0,8.0,Chaos,Color,Closed,Chaos
214,4.0,8.0,Chaos,Color,Open,Strict
215,4.0,8.0,Chaos,Color,Open,Rotated
216,4.0,8.0,Chaos,Color,Open,Chaos
217,8.5,6.5,Strict,Solid,Closed,Strict
218,8.5,6.5,Strict,Solid,Closed,Rotated
219,8.5,6.5,Strict,Solid,Closed,Chaos
220,8.5,6.5,Strict,Solid,Open,Strict
221,8.5,6.5,Strict,Solid,Open,Rotated
222,8.5,6.5,Strict,Solid,Open,Chaos
223,8.5,6.5,Strict,Translucent,Closed,Strict
224,8.5,6.5,Strict,Translucent,Closed,Rotated
225,8.5,6.5,Strict,Translucent,Closed,Chaos
226,8.5,6.5,Strict,Translucent,Open,Strict
227,8.5,6.5,Strict,Translucent,Open,Rotated
228,8.5,6.5,Strict,Translucent,Open,Chaos
229,8.5,6.5,Strict,Color,Closed,Strict
230,8.5,6.5,Strict,Color,Closed,Rotated
231,8.5,6.5,Strict,Color,Closed,Chaos
232,8.5,6.5,Strict,Color,Open,Strict
233,8.5,6.5,Strict,Color,Open,Rotated
234,8.5,6.5,Strict,Color,Open,Chaos
235,8.5,6.5,Rotated,Solid,Closed,Strict
236,8.5,6.5,Rotated,Solid,Closed,Rotated
237,8.5,6.5,Rotated,Solid,Closed,Chaos
238,8.5,6.5,Rotated,Solid,Open,Strict
239,8.5,6.5,Rotated,Solid,Open,Rotated
240,8.5,6.5,Rotated,Solid,Open,Chaos
241,8.5,6.5,Rotated,Translucent,Closed,Strict
242,8.5,6.5,Rotated,Translucent,Closed,Rotated
243,8.5,6.5,Rotated,Translucent,Closed,Chaos
244,8.5,6.5,Rotated,Translucent,Open,Strict
245,8.5,6.5,Rotated,Translucent,Open,Rotated
246,8.5,6.5,Rotated,Translucent,Open,Chaos
247,8.5,6.5,Rotated,Color,Closed,Strict
248,8.5,6.5,Rotated,Color,Closed,Rotated
249,8.5,6.5,Rotated,Color,Closed,Chaos
250,8.5,6.5,Rotated,Color,Open,Strict
251,8.5,6.5,Rotated,Color,Open,Rotated
252,8.5,6.5,Rotated,Color,Open,Chaos
253,8.5,6.5,Chaos,Solid,Closed,Strict
254,8.5,6.5,Chaos,Solid,Closed,Rotated
255,8.5,6.5,Chaos,Solid,Closed,Chaos
256,8.5,6.5,Chaos,Solid,Open,Strict
257,8.5,6.5,Chaos,Solid,Open,Rotated
258,8.5,6.5,Chaos,Solid,Open,Chaos
259,8.5,6.5,Chaos,Translucent,Closed,Strict
260,8.5,6.5,Chaos,Translucent,Closed,Rotated
261,8.5,6.5,Chaos,Translucent,Closed,Chaos
262,8.5,6.5,Chaos,Translucent,Open,Strict
263,8.5,6.5,Chaos,Translucent,Open,Rotated
264,8.5,6.5,Chaos,Translucent,Open,Chaos
265,8.5,6.5,Chaos,Color,Closed,Strict
266,8.5,6.5,Chaos,Color,Closed,Rotated
267,8.5,6.5,Chaos,Color,Closed,Chaos
268,8.5,6.5,Chaos,Color,Open,Strict
269,8.5,6.5,Chaos,Color,Open,Rotated
270,8.5,6.5,Chaos,Color,Open,Chaos
271,8.5,8.0,Strict,Solid,Closed,Strict
272,8.5,8.0,Strict,Solid,Closed,Rotated
273,8.5,8.0,Strict,Solid,Closed,Chaos
274,8.5,8.0,Strict,Solid,Open,Strict
275,8.5,8.0,Strict,Solid,Open,Rotated
276,8.5,8.0,Strict,Solid,Open,Chaos
277,8.5,8.0,Strict,Translucent,Closed,Strict
278,8.5,8.0,Strict,Translucent,Closed,Rotated
279,8.5,8.0,Strict,Translucent,Closed,Chaos
280,8.5,8.0,Strict,Translucent,Open,Strict
281,8.5,8.0,Strict,Translucent,Open,Rotated
282,8.5,8.0,Strict,Translucent,Open,Chaos
283,8.5,8.0,Strict,Color,Closed,Strict
284,8.5,8.0,Strict,Color,Closed,Rotated
285,8.5,8.0,Strict,Color,Closed,Chaos
286,8.5,8.0,Strict,Color,Open,Strict
287,8.5,8.0,Strict,Color,Open,Rotated
288,8.5,8.0,Strict,Color,Open,Chaos
289,8.5,8.0,Rotated,Solid,Closed,Strict
290,8.5,8.0,Rotated,Solid,Closed,Rotated
291,8.5,8.0,Rotated,Solid,Closed,Chaos
292,8.5,8.0,Rotated,Solid,Open,Strict
293,8.5,8.0,Rotated,Solid,Open,Rotated
294,8.5,8.0,Rotated,Solid,Open,Chaos
295,8.5,8.0,Rotated,Translucent,Closed,Strict
296,8.5,8.0,Rotated,Translucent,Closed,Rotated
297,8.5,8.0,Rotated,Translucent,Closed,Chaos
298,8.5,8.0,Rotated,Translucent,Open,Strict
299,8.5,8.0,Rotated,Translucent,Open,Rotated
300,8.5,8.0,Rotated,Translucent,Open,Chaos
301,8.5,8.0,Rotated,Color,Closed,Strict
302,8.5,8.0,Rotated,Color,Closed,Rotated
303,8.5,8.0,Rotated,Color,Closed,Chaos
304,8.5,8.0,Rotated,Color,Open,Strict
305,8.5,8.0,Rotated,Color,Open,Rotated
306,8.5,8.0,Rotated,Color,Open,Chaos
307,8.5,8.0,Chaos,Solid,Closed,Strict
308,8.5,8.0,Chaos,Solid,Closed,Rotated
309,8.5,8.0,Chaos,Solid,Closed,Chaos
310,8.5,8.0,Chaos,Solid,Open,Strict
311,8.5,8.0,Chaos,Solid,Open,Rotated
312,8.5,8.0,Chaos,Solid,Open,Chaos
313,8.5,8.0,Chaos,Translucent,Closed,Strict
314,8.5,8.0,Chaos,Translucent,Closed,Rotated
315,8.5,8.0,Chaos,Translucent,Closed,Chaos
316,8.5,8.0,Chaos,Translucent,Open,Strict
317,8.5,8.0,Chaos,Translucent,Open,Rotated
318,8.5,8.0,Chaos,Translucent,Open,Chaos
319,8.5,8.0,Chaos,Color,Closed,Strict
320,8.5,8.0,Chaos,Color,Closed,Rotated
321,8.5,8.0,Chaos,Color,Closed,Chaos
322,8.5,8.0,Chaos,Color,Open,Strict
323,8.5,8.0,Chaos,Color,Open,Rotated
324,8.5,8.0,Chaos,Color,Open,Chaos
