x1_CeilingHeight,x2_GridModule,x3_OuterFurniture,x4_VisualBoundary,x5_PhysicalBoundary,x6_InnerFurniture,pred_mean,pred_std
2.8,8.0,0,1,0,2,-0.21992142,0.6752513
2.8,8.0,0,1,0,1,-0.05349119,0.6699857
2.8,8.0,0,1,0,0,0.10665052,0.6752711
2.8,8.0,0,1,1,2,-0.3632639,0.67523
2.8,8.0,0,1,1,1,-0.1910723,0.66981083
2.8,8.0,0,1,1,0,-0.013645843,0.6749198
2.8,8.0,0,2,0,2,0.006874487,0.6804594
2.8,8.0,0,2,0,1,0.234556,0.6736951
2.8,8.0,0,2,0,0,0.42266947,0.68046266
2.8,8.0,0,2,1,2,-0.19089825,0.67987615
2.8,8.0,0,2,1,1,0.058319494,0.67277586
2.8,8.0,0,2,1,0,0.28629166,0.6798744
2.8,8.0,0,0,0,2,-0.3606438,0.68060446
2.8,8.0,0,0,0,1,-0.2683887,0.67391074
2.8,8.0,0,0,0,0,-0.15694053,0.6800546
2.8,8.0,0,0,1,2,-0.41229302,0.6805681
2.8,8.0,0,0,1,1,-0.34218365,0.6733984
2.8,8.0,0,0,1,0,-0.24422677,0.67869794
4.0,6.5,2,1,0,2,0.28399533,0.6698017
4.0,6.5,2,1,0,1,0.5984039,0.667562
4.0,6.5,2,1,0,0,0.8601596,0.67325723
4.0,6.5,2,1,1,2,0.28847784,0.67235345
4.0,6.5,2,1,1,1,0.54531306,0.668527
4.0,6.5,2,1,1,0,0.7417087,0.673566
4.0,6.5,2,2,0,2,0.8508734,0.6769927
4.0,6.5,2,2,0,1,1.3248562,0.67171127
4.0,6.5,2,2,0,0,1.6336936,0.67814606
4.0,6.5,2,2,1,2,0.8203959,0.67741156
4.0,6.5,2,2,1,1,1.2565578,0.6711747
4.0,6.5,2,2,1,0,1.5081009,0.67764324
4.0,6.5,2,0,0,2,-0.14996655,0.67707765
4.0,6.5,2,0,0,1,-0.04714687,0.67149556
4.0,6.5,2,0,0,0,0.09616844,0.6768217
4.0,6.5,2,0,1,2,-0.13812931,0.67800206
4.0,6.5,2,0,1,1,-0.08553417,0.6721635
4.0,6.5,2,0,1,0,0.0015296191,0.6778395
4.0,6.5,1,1,0,2,-0.027225807,0.66913354
4.0,6.5,1,1,0,1,0.23387592,0.6661548
4.0,6.5,1,1,0,0,0.4657964,0.6699074
4.0,6.5,1,1,1,2,-0.11845119,0.66939795
4.0,6.5,1,1,1,1,0.10575025,0.66581476
4.0,6.5,1,1,1,0,0.31125587,0.6694981
4.0,6.5,1,2,0,2,0.4540109,0.67260057
4.0,6.5,1,2,0,1,0.86892694,0.6675821
4.0,6.5,1,2,0,0,1.1608852,0.6727469
4.0,6.5,1,2,1,2,0.31958383,0.6711304
4.0,6.5,1,2,1,1,0.7122254,0.6649667
4.0,6.5,1,2,1,0,0.99388427,0.67112833
4.0,6.5,1,0,0,2,-0.32085115,0.6731254
4.0,6.5,1,0,0,1,-0.24330838,0.66857195
4.0,6.5,1,0,0,0,-0.1231633,0.6727906
4.0,6.5,1,0,1,2,-0.37126642,0.6732522
4.0,6.5,1,0,1,1,-0.33674723,0.668322
4.0,6.5,1,0,1,0,-0.25546104,0.6720567
4.0,6.5,0,1,0,2,-0.38338405,0.6734206
4.0,6.5,0,1,0,1,-0.24660261,0.66886586
4.0,6.5,0,1,0,0,-0.0996445,0.6733798
4.0,6.5,0,1,1,2,-0.5697904,0.6730466
4.0,6.5,0,1,1,1,-0.44905072,0.6683738
4.0,6.5,0,1,1,0,-0.29209095,0.67248034
4.0,6.5,0,2,0,2,-0.061758116,0.67811227
4.0,6.5,0,2,0,1,0.17731039,0.67199355
4.0,6.5,0,2,0,0,0.38229054,0.6781413
4.0,6.5,0,2,1,2,-0.2695778,0.67746603
4.0,6.5,0,2,1,1,-0.028193787,0.6711521
4.0,6.5,0,2,1,0,0.20580785,0.6776478
4.0,6.5,0,0,0,2,-0.53977305,0.67821693
4.0,6.5,0,0,0,1,-0.51524395,0.6717327
4.0,6.5,0,0,0,0,-0.44285148,0.6762822
4.0,6.5,0,0,1,2,-0.6716507,0.67780834
4.0,6.5,0,0,1,1,-0.6851036,0.6701524
4.0,6.5,0,0,1,0,-0.629736,0.6727078
4.0,8.0,2,1,0,2,0.16595905,0.6725083
4.0,8.0,2,1,0,1,0.41118592,0.6681577
4.0,8.0,2,1,0,0,0.62204427,0.67201114
4.0,8.0,2,1,1,2,0.13535254,0.67341715
4.0,8.0,2,1,1,1,0.31953996,0.6688021
4.0,8.0,2,1,1,0,0.4732558,0.6731718
4.0,8.0,2,2,0,2,0.6533384,0.6779452
4.0,8.0,2,2,0,1,0.9978911,0.6721159
4.0,8.0,2,2,0,0,1.221131,0.6781859
4.0,8.0,2,2,1,2,0.5572805,0.67787284
4.0,8.0,2,2,1,1,0.8541742,0.67153496
4.0,8.0,2,2,1,0,1.0351562,0.67784685
4.0,8.0,2,0,0,2,-0.21685202,0.67749125
4.0,8.0,2,0,0,1,-0.12733431,0.6692218
4.0,8.0,2,0,0,0,0.004522249,0.670918
4.0,8.0,2,0,1,2,-0.19687648,0.6781901
4.0,8.0,2,0,1,1,-0.157384,0.6713263
4.0,8.0,2,0,1,0,-0.081477955,0.6753882
4.0,8.0,1,1,0,2,-0.06493576,0.669801
4.0,8.0,1,1,0,1,0.16207735,0.6663276
4.0,8.0,1,1,0,0,0.37172252,0.6696768
4.0,8.0,1,1,1,2,-0.14689358,0.6697657
4.0,8.0,1,1,1,1,0.0474786,0.6660939
4.0,8.0,1,1,1,0,0.22957723,0.6697563
4.0,8.0,1,2,0,2,0.3519618,0.67302275
4.0,8.0,1,2,0,1,0.69113106,0.668044
4.0,8.0,1,2,0,0,0.9317141,0.6730182
4.0,8.0,1,2,1,2,0.18257801,0.6717745
4.0,8.0,1,2,1,1,0.49559063,0.6659815
4.0,8.0,1,2,1,0,0.72863525,0.67175776
4.0,8.0,1,0,0,2,-0.34545952,0.6731797
4.0,8.0,1,0,0,1,-0.2494001,0.66804343
4.0,8.0,1,0,0,0,-0.11856003,0.67149794
4.0,8.0,1,0,1,2,-0.34405547,0.6732853
4.0,8.0,1,0,1,1,-0.28577083,0.66848344
4.0,8.0,1,0,1,0,-0.19750102,0.67248446
4.0,8.0,0,1,0,2,-0.36420733,0.6735517
4.0,8.0,0,1,0,1,-0.2131911,0.6688976
4.0,8.0,0,1,0,0,-0.05222757,0.6735972
4.0,8.0,0,1,1,2,-0.5304535,0.6735419
4.0,8.0,0,1,1,1,-0.3756612,0.66884387
4.0,8.0,0,1,1,0,-0.19462116,0.67337483
4.0,8.0,0,2,0,2,-0.07532032,0.67824316
4.0,8.0,0,2,0,1,0.1458985,0.6721307
4.0,8.0,0,2,0,0,0.3385604,0.6782294
4.0,8.0,0,2,1,2,-0.28649527,0.6778778
4.0,8.0,0,2,1,1,-0.04521878,0.6715535
4.0,8.0,0,2,1,0,0.18743472,0.6779026
4.0,8.0,0,0,0,2,-0.5266815,0.6782145
4.0,8.0,0,0,0,1,-0.45341223,0.67214304
4.0,8.0,0,0,0,0,-0.3446899,0.6777059
4.0,8.0,0,0,1,2,-0.6059837,0.67820215
4.0,8.0,0,0,1,1,-0.55527824,0.6717247
4.0,8.0,0,0,1,0,-0.45720828,0.6764457
8.5,6.5,2,1,0,2,0.29243416,0.6795992
8.5,6.5,2,1,0,1,0.50606364,0.6745047
8.5,6.5,2,1,0,0,0.63489217,0.6814536
8.5,6.5,2,1,1,2,0.1530575,0.680892
8.5,6.5,2,1,1,1,0.3261258,0.675005
8.5,6.5,2,1,1,0,0.42855042,0.6815178
8.5,6.5,2,2,0,2,0.8834323,0.6875412
8.5,6.5,2,2,0,1,1.2022072,0.6802901
8.5,6.5,2,2,0,0,1.33615,0.6881157
8.5,6.5,2,2,1,2,0.7590825,0.6880063
8.5,6.5,2,2,1,1,1.0526377,0.6803392
8.5,6.5,2,2,1,0,1.1557399,0.68802047
8.5,6.5,2,0,0,2,-0.22919972,0.68750864
8.5,6.5,2,0,0,1,-0.1619639,0.6802297
8.5,6.5,2,0,0,0,-0.08336659,0.68795073
8.5,6.5,2,0,1,2,-0.36789316,0.6880155
8.5,6.5,2,0,1,1,-0.34353238,0.68041676
8.5,6.5,2,0,1,0,-0.2853462,0.6880413
8.5,6.5,1,1,0,2,-0.20057972,0.6750521
8.5,6.5,1,1,0,1,-0.018496111,0.6709059
8.5,6.5,1,1,0,0,0.14313905,0.67617375
8.5,6.5,1,1,1,2,-0.40174562,0.67382103
8.5,6.5,1,1,1,1,-0.25177723,0.6703297
8.5,6.5,1,1,1,0,-0.09206481,0.67599565
8.5,6.5,1,2,0,2,0.39003927,0.6809323
8.5,6.5,1,2,0,1,0.685895,0.6746475
8.5,6.5,1,2,0,0,0.8483972,0.68106335
8.5,6.5,1,2,1,2,0.17439668,0.6802317
8.5,6.5,1,2,1,1,0.44691092,0.6742116
8.5,6.5,1,2,1,0,0.6157134,0.6809203
8.5,6.5,1,0,0,2,-0.58246356,0.68087685
8.5,6.5,1,0,0,1,-0.5338047,0.6747079
8.5,6.5,1,0,0,0,-0.44390756,0.68099886
8.5,6.5,1,0,1,2,-0.7659355,0.6803914
8.5,6.5,1,0,1,1,-0.7538453,0.6743735
8.5,6.5,1,0,1,0,-0.66724867,0.6804592
8.5,6.5,0,1,0,2,-0.66384345,0.6778689
8.5,6.5,0,1,0,1,-0.5852898,0.6739108
8.5,6.5,0,1,0,0,-0.4532253,0.68136555
8.5,6.5,0,1,1,2,-0.9118143,0.67267644
8.5,6.5,0,1,1,1,-0.8412028,0.67127895
8.5,6.5,0,1,1,0,-0.67714673,0.68032426
8.5,6.5,0,2,0,2,-0.22850509,0.6869424
8.5,6.5,0,2,0,1,-0.055771545,0.68011457
8.5,6.5,0,2,0,0,0.09499197,0.6881343
8.5,6.5,0,2,1,2,-0.48428994,0.68478036
8.5,6.5,0,2,1,1,-0.31307775,0.67910886
8.5,6.5,0,2,1,0,-0.12809975,0.68795395
8.5,6.5,0,0,0,2,-0.84664637,0.68696886
8.5,6.5,0,0,0,1,-0.8554769,0.67996836
8.5,6.5,0,0,0,0,-0.79749674,0.6871246
8.5,6.5,0,0,1,2,-1.0640216,0.68473995
8.5,6.5,0,0,1,1,-1.09306,0.67814326
8.5,6.5,0,0,1,0,-1.0178547,0.6848891
8.5,8.0,2,1,0,2,-0.006117061,0.67265207
8.5,8.0,2,1,0,1,0.100837156,0.6713264
8.5,8.0,2,1,0,0,0.1790139,0.68070364
8.5,8.0,2,1,1,2,-0.17596622,0.6779299
8.5,8.0,2,1,1,1,-0.10930355,0.67391825
8.5,8.0,2,1,1,0,-0.0478936,0.6813997
8.5,8.0,2,2,0,2,0.56450003,0.6848198
8.5,8.0,2,2,0,1,0.76194423,0.67917377
8.5,8.0,2,2,0,0,0.84943,0.6879723
8.5,8.0,2,2,1,2,0.42241055,0.6869713
8.5,8.0,2,2,1,1,0.59101146,0.68013656
8.5,8.0,2,2,1,0,0.65802115,0.68815064
8.5,8.0,2,0,0,2,-0.44448823,0.6847834
8.5,8.0,2,0,0,1,-0.44102794,0.6788602
8.5,8.0,2,0,0,0,-0.39838725,0.6870291
8.5,8.0,2,0,1,2,-0.61740786,0.6869773
8.5,8.0,2,0,1,1,-0.6526782,0.68004614
8.5,8.0,2,0,1,0,-0.6243069,0.6876037
8.5,8.0,1,1,0,2,-0.4972388,0.6738334
8.5,8.0,1,1,0,1,-0.41856807,0.6703814
8.5,8.0,1,1,0,0,-0.3102879,0.6759123
8.5,8.0,1,1,1,2,-0.6973453,0.67512095
8.5,8.0,1,1,1,1,-0.642119,0.6708016
8.5,8.0,1,1,1,0,-0.5256799,0.67548865
8.5,8.0,1,2,0,2,0.09855454,0.6803889
8.5,8.0,1,2,0,1,0.28534895,0.6744817
8.5,8.0,1,2,0,0,0.40720516,0.6810964
8.5,8.0,1,2,1,2,-0.098483995,0.6809267
8.5,8.0,1,2,1,1,0.065954134,0.67466056
8.5,8.0,1,2,1,0,0.19443063,0.6810732
8.5,8.0,1,0,0,2,-0.84922725,0.68040717
8.5,8.0,1,0,0,1,-0.86379987,0.67416483
8.5,8.0,1,0,0,0,-0.8044686,0.67962784
8.5,8.0,1,0,1,2,-1.0338742,0.6807834
8.5,8.0,1,0,1,1,-1.0704099,0.6734662
8.5,8.0,1,0,1,0,-1.0067064,0.6776184
8.5,8.0,0,1,0,2,-0.91830343,0.6809039
8.5,8.0,0,1,0,1,-0.9104497,0.6747726
8.5,8.0,0,1,0,0,-0.82117397,0.68038434
8.5,8.0,0,1,1,2,-1.1368443,0.6795445
8.5,8.0,0,1,1,1,-1.1210061,0.67341036
8.5,8.0,0,1,1,0,-0.99187773,0.6783499
8.5,8.0,0,2,0,2,-0.44994837,0.68800753
8.5,8.0,0,2,0,1,-0.3462612,0.6804148
8.5,8.0,0,2,0,0,-0.2195129,0.6880382
8.5,8.0,0,2,1,2,-0.65409917,0.6875719
8.5,8.0,0,2,1,1,-0.5494243,0.6802719
8.5,8.0,0,2,1,0,-0.3982212,0.68795896
8.5,8.0,0,0,0,2,-1.1214855,0.68777835
8.5,8.0,0,0,0,1,-1.1772877,0.6783629
8.5,8.0,0,0,0,0,-1.1501868,0.6825564
8.5,8.0,0,0,1,2,-1.3031038,0.6863968
8.5,8.0,0,0,1,1,-1.3610237,0.674803
8.5,8.0,0,0,1,0,-1.3109617,0.67589754
