x1_CeilingHeight,x2_GridModule,x3_OuterFurniture,x4_VisualBoundary,x5_PhysicalBoundary,x6_InnerFurniture,pred_mean,pred_std
2.8,8.0,0,0,1,1,0.4455658,0.6753703
2.8,8.0,0,0,1,0,0.30750865,0.68004173
4.0,6.5,2,1,0,2,0.2867503,0.6691785
4.0,6.5,2,1,0,1,0.16001502,0.6680038
4.0,6.5,2,1,0,0,0.01231426,0.6725305
4.0,6.5,2,1,1,2,0.2247268,0.6706205
4.0,6.5,2,1,1,1,0.102796316,0.66670513
4.0,6.5,2,1,1,0,-0.033186734,0.6719346
4.0,6.5,2,2,0,2,0.2531584,0.6724527
4.0,6.5,2,2,0,1,0.13007817,0.67074525
4.0,6.5,2,2,0,0,-0.015161425,0.67920256
4.0,6.5,2,2,1,2,0.19517893,0.6730269
4.0,6.5,2,2,1,1,0.077041104,0.6688706
4.0,6.5,2,2,1,0,-0.057834387,0.6782891
4.0,6.5,2,0,0,2,0.29871604,0.6739168
4.0,6.5,2,0,0,1,0.1731852,0.6722479
4.0,6.5,2,0,0,0,0.028461188,0.673937
4.0,6.5,2,0,1,2,0.23792005,0.6757851
4.0,6.5,2,0,1,1,0.11632204,0.6714681
4.0,6.5,2,0,1,0,-0.015847474,0.6735105
4.0,6.5,1,1,0,2,0.27917987,0.66861755
4.0,6.5,1,1,0,1,0.12682897,0.6667474
4.0,6.5,1,1,0,0,-0.038600326,0.67092985
4.0,6.5,1,1,1,2,0.2178666,0.669115
4.0,6.5,1,1,1,1,0.070299774,0.66502124
4.0,6.5,1,1,1,0,-0.08264843,0.6706237
4.0,6.5,1,2,0,2,0.24137783,0.6712672
4.0,6.5,1,2,0,1,0.0922524,0.6685676
4.0,6.5,1,2,0,0,-0.06989187,0.6767459
4.0,6.5,1,2,1,2,0.1837532,0.6707256
4.0,6.5,1,2,1,1,0.039353102,0.66599715
4.0,6.5,1,2,1,0,-0.11194387,0.6758751
4.0,6.5,1,0,0,2,0.2958828,0.67381114
4.0,6.5,1,0,0,1,0.14802423,0.6718971
4.0,6.5,1,0,0,0,-0.0121843815,0.6733572
4.0,6.5,1,0,1,2,0.23579198,0.6750221
4.0,6.5,1,0,1,1,0.09218681,0.67097807
4.0,6.5,1,0,1,0,-0.054902613,0.6733458
4.0,6.5,0,1,0,2,0.2545742,0.6760311
4.0,6.5,0,1,0,1,0.08449164,0.6730366
4.0,6.5,0,1,0,0,-0.0906975,0.67682827
4.0,6.5,0,1,1,2,0.19868222,0.6755657
4.0,6.5,0,1,1,1,0.03261605,0.67133814
4.0,6.5,0,1,1,0,-0.13022184,0.67683023
4.0,6.5,0,2,0,2,0.21537027,0.6779303
4.0,6.5,0,2,0,1,0.04703501,0.6742186
4.0,6.5,0,2,0,0,-0.12416461,0.6814651
4.0,6.5,0,2,1,2,0.16233023,0.6764847
4.0,6.5,0,2,1,1,-0.002270013,0.67164636
4.0,6.5,0,2,1,0,-0.16277826,0.68076754
4.0,6.5,0,0,0,2,0.27459782,0.68123496
4.0,6.5,0,0,0,1,0.113055676,0.6784837
4.0,6.5,0,0,0,0,-0.054920375,0.6799594
4.0,6.5,0,0,1,2,0.22000706,0.6816128
4.0,6.5,0,0,1,1,0.06225574,0.67765254
4.0,6.5,0,0,1,0,-0.093111485,0.6803479
4.0,8.0,2,1,0,2,0.4565576,0.6728856
4.0,8.0,2,1,0,1,0.3647704,0.6700936
4.0,8.0,2,1,0,0,0.2284666,0.6745405
4.0,8.0,2,1,1,2,0.38812143,0.6722253
4.0,8.0,2,1,1,1,0.30459067,0.6691741
4.0,8.0,2,1,1,0,0.18803537,0.67591286
4.0,8.0,2,2,0,2,0.40951627,0.6777132
4.0,8.0,2,2,0,1,0.31230602,0.6750278
4.0,8.0,2,2,0,0,0.17807704,0.68232787
4.0,8.0,2,2,1,2,0.34384778,0.67675513
4.0,8.0,2,2,1,1,0.2533324,0.67344046
4.0,8.0,2,2,1,0,0.13733026,0.6828922
4.0,8.0,2,0,0,2,0.47630423,0.676285
4.0,8.0,2,0,0,1,0.39077926,0.67276984
4.0,8.0,2,0,0,0,0.25513655,0.6746085
4.0,8.0,2,0,1,2,0.4109654,0.67601734
4.0,8.0,2,0,1,1,0.33442944,0.6725791
4.0,8.0,2,0,1,0,0.21850479,0.676505
4.0,8.0,1,1,0,2,0.47316796,0.66994685
4.0,8.0,1,1,0,1,0.36103472,0.66747206
4.0,8.0,1,1,0,0,0.21205693,0.67278254
4.0,8.0,1,1,1,2,0.40646583,0.66892165
4.0,8.0,1,1,1,1,0.30084145,0.6661339
4.0,8.0,1,1,1,0,0.1708495,0.6736099
4.0,8.0,1,2,0,2,0.42194697,0.6744917
4.0,8.0,1,2,0,1,0.30341646,0.6719401
4.0,8.0,1,2,0,0,0.15577981,0.67977977
4.0,8.0,1,2,1,2,0.35663787,0.67306054
4.0,8.0,1,2,1,1,0.24379417,0.6699139
4.0,8.0,1,2,1,0,0.11415166,0.67993265
4.0,8.0,1,0,0,2,0.4938811,0.67377436
4.0,8.0,1,0,0,1,0.39205652,0.6708642
4.0,8.0,1,0,0,0,0.24529171,0.6739199
4.0,8.0,1,0,1,2,0.43117046,0.6733045
4.0,8.0,1,0,1,1,0.3364243,0.67030406
4.0,8.0,1,0,1,0,0.20842779,0.6752101
4.0,8.0,0,1,0,2,0.46339637,0.67442983
4.0,8.0,0,1,0,1,0.33649665,0.6724906
4.0,8.0,0,1,0,0,0.1778926,0.67858547
4.0,8.0,0,1,1,2,0.4040755,0.67313284
4.0,8.0,0,1,1,1,0.28130764,0.6709175
4.0,8.0,0,1,1,0,0.13942519,0.67862636
4.0,8.0,0,2,0,2,0.41061103,0.6785067
4.0,8.0,0,2,0,1,0.27721152,0.67628
4.0,8.0,0,2,0,0,0.120248646,0.6842922
4.0,8.0,0,2,1,2,0.35131443,0.67671657
4.0,8.0,0,2,1,1,0.22194013,0.6741003
4.0,8.0,0,2,1,0,0.08106378,0.6839007
4.0,8.0,0,0,0,2,0.48448586,0.6783189
4.0,8.0,0,0,0,1,0.3708397,0.67621166
4.0,8.0,0,0,0,0,0.21656138,0.6805724
4.0,8.0,0,0,1,2,0.42929664,0.6777004
4.0,8.0,0,0,1,1,0.32020223,0.6753762
4.0,8.0,0,0,1,0,0.18216673,0.6810025
8.5,6.5,2,1,0,2,-0.25548866,0.68197733
8.5,6.5,2,1,0,1,-0.5762042,0.67583746
8.5,6.5,2,1,0,0,-0.75867087,0.6837377
8.5,6.5,2,1,1,2,-0.27511626,0.6783563
8.5,6.5,2,1,1,1,-0.5957641,0.67400825
8.5,6.5,2,1,1,0,-0.7747043,0.68331593
8.5,6.5,2,2,0,2,-0.26546156,0.68294287
8.5,6.5,2,2,0,1,-0.59600043,0.67575264
8.5,6.5,2,2,0,0,-0.7820986,0.6865082
8.5,6.5,2,2,1,2,-0.2828655,0.67925304
8.5,6.5,2,2,1,1,-0.6137741,0.67353
8.5,6.5,2,2,1,0,-0.795973,0.6858872
8.5,6.5,2,0,0,2,-0.23461205,0.6886842
8.5,6.5,2,0,0,1,-0.5221298,0.68321913
8.5,6.5,2,0,0,0,-0.69028014,0.68767655
8.5,6.5,2,0,1,2,-0.2556857,0.68576247
8.5,6.5,2,0,1,1,-0.5427437,0.6819875
8.5,6.5,2,0,1,0,-0.7077733,0.6874794
8.5,6.5,1,1,0,2,-0.26904044,0.67416304
8.5,6.5,1,1,0,1,-0.5996323,0.6696617
8.5,6.5,1,1,0,0,-0.78714854,0.67820096
8.5,6.5,1,1,1,2,-0.29288554,0.669656
8.5,6.5,1,1,1,1,-0.62238604,0.6672574
8.5,6.5,1,1,1,0,-0.80442005,0.67763984
8.5,6.5,1,2,0,2,-0.27997816,0.6759376
8.5,6.5,1,2,0,1,-0.62329215,0.66993546
8.5,6.5,1,2,0,0,-0.8175797,0.68125147
8.5,6.5,1,2,1,2,-0.30100292,0.6714125
8.5,6.5,1,2,1,1,-0.6443234,0.6670788
8.5,6.5,1,2,1,0,-0.8319794,0.6806229
8.5,6.5,1,0,0,2,-0.24572027,0.68108004
8.5,6.5,1,0,0,1,-0.5393624,0.6772487
8.5,6.5,1,0,0,0,-0.7095732,0.6822827
8.5,6.5,1,0,1,2,-0.2708581,0.6774052
8.5,6.5,1,0,1,1,-0.5629414,0.6755419
8.5,6.5,1,0,1,0,-0.72898185,0.6818128
8.5,6.5,0,1,0,2,-0.27128392,0.67376435
8.5,6.5,0,1,0,1,-0.59019434,0.67131966
8.5,6.5,0,1,0,0,-0.7718673,0.6800709
8.5,6.5,0,1,1,2,-0.29778722,0.6690181
8.5,6.5,0,1,1,1,-0.61403686,0.6688326
8.5,6.5,0,1,1,0,-0.7890088,0.67956066
8.5,6.5,0,2,0,2,-0.28318566,0.67640936
8.5,6.5,0,2,0,1,-0.61650616,0.6724322
8.5,6.5,0,2,0,0,-0.8072689,0.6832768
8.5,6.5,0,2,1,2,-0.30655256,0.67174816
8.5,6.5,0,2,1,1,-0.6384575,0.66957533
8.5,6.5,0,2,1,0,-0.8211164,0.68282026
8.5,6.5,0,0,0,2,-0.2463764,0.6801919
8.5,6.5,0,0,0,1,-0.52811587,0.6781345
8.5,6.5,0,0,0,0,-0.6911476,0.68388486
8.5,6.5,0,0,1,2,-0.27390862,0.6762705
8.5,6.5,0,0,1,1,-0.55288637,0.67625976
8.5,6.5,0,0,1,0,-0.7109001,0.68333507
8.5,8.0,2,1,0,2,0.0113654435,0.6758253
8.5,8.0,2,1,0,1,-0.31473008,0.6722926
8.5,8.0,2,1,0,0,-0.57960206,0.6777947
8.5,8.0,2,1,1,2,-0.008007348,0.67705953
8.5,8.0,2,1,1,1,-0.3321693,0.67247784
8.5,8.0,2,1,1,0,-0.5973422,0.67518336
8.5,8.0,2,2,0,2,-0.009489223,0.6785066
8.5,8.0,2,2,0,1,-0.34179884,0.67511576
8.5,8.0,2,2,0,0,-0.6063284,0.68081707
8.5,8.0,2,2,1,2,-0.026517153,0.67924666
8.5,8.0,2,2,1,1,-0.3578222,0.6750786
8.5,8.0,2,2,1,0,-0.62207216,0.6786895
8.5,8.0,2,0,0,2,0.022797763,0.6812517
8.5,8.0,2,0,0,1,-0.27165055,0.67724097
8.5,8.0,2,0,0,0,-0.51718897,0.68237495
8.5,8.0,2,0,1,2,0.0019381344,0.6827082
8.5,8.0,2,0,1,1,-0.29080787,0.67760617
8.5,8.0,2,0,1,0,-0.53563786,0.67977405
8.5,8.0,1,1,0,2,0.028771758,0.6680137
8.5,8.0,1,1,0,1,-0.3053728,0.66647124
8.5,8.0,1,1,0,0,-0.5885027,0.6713592
8.5,8.0,1,1,1,2,0.0039263964,0.67002755
8.5,8.0,1,1,1,1,-0.3259614,0.6664911
8.5,8.0,1,1,1,0,-0.6071803,0.6681786
8.5,8.0,1,2,0,2,0.0020464957,0.6719728
8.5,8.0,1,2,0,1,-0.33969083,0.67012274
8.5,8.0,1,2,0,0,-0.6224676,0.6753609
8.5,8.0,1,2,1,2,-0.020296693,0.6733746
8.5,8.0,1,2,1,1,-0.35882223,0.6701174
8.5,8.0,1,2,1,0,-0.6392582,0.67313457
8.5,8.0,1,0,0,2,0.0425725,0.67327946
8.5,8.0,1,0,0,1,-0.25822657,0.67098784
8.5,8.0,1,0,0,0,-0.51921993,0.67539376
8.5,8.0,1,0,1,2,0.017043263,0.67539734
8.5,8.0,1,0,1,1,-0.28025174,0.671063
8.5,8.0,1,0,1,0,-0.53874546,0.6718456
8.5,8.0,0,1,0,2,0.03807962,0.6681928
8.5,8.0,0,1,0,1,-0.28265357,0.6682147
8.5,8.0,0,1,0,0,-0.5626754,0.6727803
8.5,8.0,0,1,1,2,0.009650171,0.67085534
8.5,8.0,0,1,1,1,-0.3050441,0.6681584
8.5,8.0,0,1,1,0,-0.58032686,0.66948134
8.5,8.0,0,2,0,2,0.0074443817,0.67308927
8.5,8.0,0,2,0,1,-0.32180226,0.6726591
8.5,8.0,0,2,0,0,-0.6013821,0.6777075
8.5,8.0,0,2,1,2,-0.018287241,0.6751135
8.5,8.0,0,2,1,1,-0.34257218,0.6727302
8.5,8.0,0,2,1,0,-0.61721104,0.67567664
8.5,8.0,0,0,0,2,0.05390966,0.67300606
8.5,8.0,0,0,0,1,-0.23451358,0.6718859
8.5,8.0,0,0,0,0,-0.49251226,0.67574084
8.5,8.0,0,0,1,2,0.025456935,0.67559636
8.5,8.0,0,0,1,1,-0.25808728,0.67174673
8.5,8.0,0,0,1,0,-0.51147115,0.6717415
