x1_CeilingHeight,x2_GridModule,x3_OuterFurniture,x4_VisualBoundary,x5_PhysicalBoundary,x6_InnerFurniture,pred_mean,pred_std
2.8,6.5,0,0,1,2,-1.7590224,0.782451
2.8,6.5,0,0,1,1,-1.755932,0.7691705
2.8,6.5,0,0,1,0,-1.5867485,0.7795666
2.8,8.0,2,1,0,2,0.1779592,0.7578453
2.8,8.0,2,1,0,1,0.34680802,0.7597418
2.8,8.0,2,1,0,0,0.48597914,0.7774548
2.8,8.0,2,1,1,2,0.12241161,0.7556556
2.8,8.0,2,1,1,1,0.28970426,0.7494462
2.8,8.0,2,1,1,0,0.42959583,0.7628902
2.8,8.0,2,2,0,2,0.65068954,0.77808046
2.8,8.0,2,2,0,1,0.79957795,0.7708972
2.8,8.0,2,2,0,0,0.87337637,0.7851101
2.8,8.0,2,2,1,2,0.6893521,0.77991176
2.8,8.0,2,2,1,1,0.8793286,0.7728326
2.8,8.0,2,2,1,0,0.988655,0.788718
2.8,8.0,2,0,0,2,0.0017561913,0.76072824
2.8,8.0,2,0,0,1,0.10947418,0.74450874
2.8,8.0,2,0,0,0,0.19083041,0.7439385
2.8,8.0,2,0,1,2,-0.24737054,0.7535411
2.8,8.0,2,0,1,1,-0.1593008,0.74181294
2.8,8.0,2,0,1,0,-0.081248045,0.74622035
2.8,8.0,1,1,0,2,0.0069972277,0.75454605
2.8,8.0,1,1,0,1,0.17990094,0.75045544
2.8,8.0,1,1,0,0,0.31309915,0.76250124
2.8,8.0,1,1,1,2,-0.28814507,0.7555554
2.8,8.0,1,1,1,1,-0.11004627,0.7528534
2.8,8.0,1,1,1,0,0.050979495,0.76785874
2.8,8.0,1,2,0,2,0.26560932,0.755921
2.8,8.0,1,2,0,1,0.41597235,0.748983
2.8,8.0,1,2,0,0,0.5288331,0.7608641
2.8,8.0,1,2,1,2,0.28386313,0.7620722
2.8,8.0,1,2,1,1,0.48038697,0.7538575
2.8,8.0,1,2,1,0,0.62920344,0.768495
2.8,8.0,1,0,0,2,-0.3849938,0.7615221
2.8,8.0,1,0,0,1,-0.27478886,0.7560807
2.8,8.0,1,0,0,0,-0.16715765,0.7691627
2.8,8.0,1,0,1,2,-0.96196,0.75240314
2.8,8.0,1,0,1,1,-0.87085503,0.75014615
2.8,8.0,1,0,1,0,-0.73375416,0.7647476
2.8,8.0,0,1,0,2,-0.3628347,0.76448715
2.8,8.0,0,1,0,1,-0.23718375,0.75689334
2.8,8.0,0,1,0,0,-0.11744636,0.7662211
2.8,8.0,0,1,1,2,-0.7145553,0.7643862
2.8,8.0,0,1,1,1,-0.6105059,0.76151687
2.8,8.0,0,1,1,0,-0.4872762,0.7767453
2.8,8.0,0,2,0,2,0.030206263,0.7564732
2.8,8.0,0,2,0,1,0.13495791,0.75317657
2.8,8.0,0,2,0,0,0.21857041,0.7743576
2.8,8.0,0,2,1,2,-0.021977901,0.79496795
2.8,8.0,0,2,1,1,0.105977595,0.78682166
2.8,8.0,0,2,1,0,0.21059597,0.7972545
2.8,8.0,0,0,0,2,-0.892987,0.772385
2.8,8.0,0,0,0,1,-0.8142556,0.7658182
2.8,8.0,0,0,0,0,-0.69018006,0.78314656
2.8,8.0,0,0,1,2,-1.6479725,0.7777604
2.8,8.0,0,0,1,1,-1.6172746,0.76432604
2.8,8.0,0,0,1,0,-1.4501448,0.7735783
4.0,6.5,2,1,0,2,0.40477395,0.7449984
4.0,6.5,2,1,0,1,0.58225316,0.7497977
4.0,6.5,2,1,0,0,0.71205664,0.76986927
4.0,6.5,2,1,1,2,0.39643967,0.75066036
4.0,6.5,2,1,1,1,0.55263186,0.7474506
4.0,6.5,2,1,1,0,0.65591526,0.76010925
4.0,6.5,2,2,0,2,1.0051767,0.764355
4.0,6.5,2,2,0,1,1.1690687,0.7561874
4.0,6.5,2,2,0,0,1.2227193,0.77046233
4.0,6.5,2,2,1,2,1.0453672,0.7612408
4.0,6.5,2,2,1,1,1.2553731,0.75542676
4.0,6.5,2,2,1,0,1.3530829,0.7729362
4.0,6.5,2,0,0,2,0.0018419623,0.76418597
4.0,6.5,2,0,0,1,0.12497187,0.752511
4.0,6.5,2,0,0,0,0.22305906,0.7554123
4.0,6.5,2,0,1,2,-0.27182707,0.7497242
4.0,6.5,2,0,1,1,-0.20425794,0.7340606
4.0,6.5,2,0,1,0,-0.1391716,0.73526114
4.0,6.5,1,1,0,2,0.19617921,0.7529302
4.0,6.5,1,1,0,1,0.38176107,0.74730664
4.0,6.5,1,1,0,0,0.51537055,0.7556331
4.0,6.5,1,1,1,2,-0.07216513,0.75960463
4.0,6.5,1,1,1,1,0.094870865,0.75470704
4.0,6.5,1,1,1,0,0.22851443,0.76421446
4.0,6.5,1,2,0,2,0.6159558,0.75856715
4.0,6.5,1,2,0,1,0.7799187,0.7496237
4.0,6.5,1,2,0,0,0.87303543,0.76083153
4.0,6.5,1,2,1,2,0.61854404,0.7463324
4.0,6.5,1,2,1,1,0.82596815,0.7339849
4.0,6.5,1,2,1,0,0.95846426,0.7485651
4.0,6.5,1,0,0,2,-0.41203663,0.76688486
4.0,6.5,1,0,0,1,-0.2856294,0.7613989
4.0,6.5,1,0,0,0,-0.15998554,0.77232736
4.0,6.5,1,0,1,2,-0.975047,0.747412
4.0,6.5,1,0,1,1,-0.89839435,0.7403735
4.0,6.5,1,0,1,0,-0.7787274,0.7516424
4.0,6.5,0,1,0,2,-0.26790714,0.7746195
4.0,6.5,0,1,0,1,-0.1288988,0.76607937
4.0,6.5,0,1,0,0,-0.0030753613,0.77247226
4.0,6.5,0,1,1,2,-0.6592629,0.76421934
4.0,6.5,0,1,1,1,-0.56233513,0.7555883
4.0,6.5,0,1,1,0,-0.44935524,0.76506835
4.0,6.5,0,2,0,2,0.23365128,0.76449114
4.0,6.5,0,2,0,1,0.34816796,0.7589806
4.0,6.5,0,2,0,0,0.4256196,0.77685165
4.0,6.5,0,2,1,2,0.1519922,0.7841891
4.0,6.5,0,2,1,1,0.2848311,0.7709884
4.0,6.5,0,2,1,0,0.38194913,0.77876794
4.0,6.5,0,0,0,2,-0.9550451,0.7802572
4.0,6.5,0,0,0,1,-0.86688167,0.77112436
4.0,6.5,0,0,0,0,-0.7253108,0.7851473
4.0,6.5,0,0,1,2,-1.7544137,0.77837217
4.0,6.5,0,0,1,1,-1.7429937,0.7644683
4.0,6.5,0,0,1,0,-1.5743554,0.77298236
4.0,8.0,2,1,0,2,0.23679948,0.7558626
4.0,8.0,2,1,0,1,0.41426617,0.7568477
4.0,8.0,2,1,0,0,0.5560354,0.7728513
4.0,8.0,2,1,1,2,0.20101798,0.7512143
4.0,8.0,2,1,1,1,0.37818974,0.7443052
4.0,8.0,2,1,1,0,0.5169861,0.75616854
4.0,8.0,2,2,0,2,0.7422808,0.77098274
4.0,8.0,2,2,0,1,0.8995565,0.76322633
4.0,8.0,2,2,0,0,0.97226965,0.77727085
4.0,8.0,2,2,1,2,0.7926548,0.7709357
4.0,8.0,2,2,1,1,0.997985,0.76434386
4.0,8.0,2,2,1,0,1.1114448,0.78061235
4.0,8.0,2,0,0,2,-0.023966074,0.7598142
4.0,8.0,2,0,0,1,0.093850315,0.7455857
4.0,8.0,2,0,0,0,0.1874839,0.7463301
4.0,8.0,2,0,1,2,-0.2651031,0.74976724
4.0,8.0,2,0,1,1,-0.17872405,0.7387489
4.0,8.0,2,0,1,0,-0.09967339,0.7437986
4.0,8.0,1,1,0,2,0.050982237,0.75023776
4.0,8.0,1,1,0,1,0.23610872,0.7473877
4.0,8.0,1,1,0,0,0.376122,0.7591306
4.0,8.0,1,1,1,2,-0.23168129,0.7532346
4.0,8.0,1,1,1,1,-0.04773724,0.750038
4.0,8.0,1,1,1,0,0.11145967,0.76298386
4.0,8.0,1,2,0,2,0.31275654,0.75231373
4.0,8.0,1,2,0,1,0.46909183,0.74496084
4.0,8.0,1,2,0,0,0.5838219,0.7559628
4.0,8.0,1,2,1,2,0.33665204,0.75620073
4.0,8.0,1,2,1,1,0.5419086,0.74842775
4.0,8.0,1,2,1,0,0.6946093,0.76288015
4.0,8.0,1,0,0,2,-0.39617646,0.75788563
4.0,8.0,1,0,0,1,-0.26967603,0.75402254
4.0,8.0,1,0,0,0,-0.1480214,0.7673529
4.0,8.0,1,0,1,2,-0.96422356,0.74852973
4.0,8.0,1,0,1,1,-0.8682009,0.7460763
4.0,8.0,1,0,1,0,-0.7301768,0.7597232
4.0,8.0,0,1,0,2,-0.37626594,0.75810534
4.0,8.0,0,1,0,1,-0.23378944,0.75196564
4.0,8.0,0,1,0,0,-0.09829682,0.7615842
4.0,8.0,0,1,1,2,-0.7278577,0.75862104
4.0,8.0,0,1,1,1,-0.62275857,0.7557019
4.0,8.0,0,1,1,0,-0.4982441,0.76964843
4.0,8.0,0,2,0,2,0.014157772,0.7547862
4.0,8.0,0,2,0,1,0.12716883,0.75138134
4.0,8.0,0,2,0,0,0.2197519,0.7718273
4.0,8.0,0,2,1,2,-0.037730217,0.7905327
4.0,8.0,0,2,1,1,0.09246749,0.7826475
4.0,8.0,0,2,1,0,0.20138466,0.7932117
4.0,8.0,0,0,0,2,-0.90827894,0.7677429
4.0,8.0,0,0,0,1,-0.8104972,0.76090264
4.0,8.0,0,0,0,0,-0.67018723,0.776837
4.0,8.0,0,0,1,2,-1.6669884,0.77254325
4.0,8.0,0,0,1,1,-1.632088,0.75757414
4.0,8.0,0,0,1,0,-1.462907,0.7647356
8.5,6.5,2,1,0,2,0.56029403,0.788434
8.5,6.5,2,1,0,1,0.72720945,0.78066295
8.5,6.5,2,1,0,0,0.8342446,0.78797823
8.5,6.5,2,1,1,2,0.61072093,0.7777135
8.5,6.5,2,1,1,1,0.7649279,0.77099
8.5,6.5,2,1,1,0,0.8448659,0.780039
8.5,6.5,2,2,0,2,1.076599,0.7960187
8.5,6.5,2,2,0,1,1.2359548,0.79039234
8.5,6.5,2,2,0,0,1.2958598,0.8025099
8.5,6.5,2,2,1,2,1.195602,0.7711181
8.5,6.5,2,2,1,1,1.4231383,0.76515675
8.5,6.5,2,2,1,0,1.5287182,0.7798611
8.5,6.5,2,0,0,2,-0.1657421,0.77895814
8.5,6.5,2,0,0,1,-0.024496436,0.7646297
8.5,6.5,2,0,0,0,0.11729717,0.7716399
8.5,6.5,2,0,1,2,-0.32144016,0.7783375
8.5,6.5,2,0,1,1,-0.24622506,0.7593322
8.5,6.5,2,0,1,0,-0.16291499,0.76208276
8.5,6.5,1,1,0,2,0.26881266,0.7572501
8.5,6.5,1,1,0,1,0.47291434,0.7507698
8.5,6.5,1,1,0,0,0.6223928,0.7614627
8.5,6.5,1,1,1,2,0.10446203,0.7645882
8.5,6.5,1,1,1,1,0.26192218,0.7574251
8.5,6.5,1,1,1,0,0.37128437,0.765986
8.5,6.5,1,2,0,2,0.6537502,0.7784181
8.5,6.5,1,2,0,1,0.80330384,0.7651106
8.5,6.5,1,2,0,0,0.8917643,0.77486795
8.5,6.5,1,2,1,2,0.7219512,0.75632733
8.5,6.5,1,2,1,1,0.91143405,0.7401669
8.5,6.5,1,2,1,0,1.0150467,0.75441855
8.5,6.5,1,0,0,2,-0.4618678,0.7662777
8.5,6.5,1,0,0,1,-0.28486776,0.75930756
8.5,6.5,1,0,0,0,-0.10522592,0.77292955
8.5,6.5,1,0,1,2,-0.8165923,0.7736483
8.5,6.5,1,0,1,1,-0.71761966,0.7596267
8.5,6.5,1,0,1,0,-0.5931423,0.76356196
8.5,6.5,0,1,0,2,-0.30043018,0.7601473
8.5,6.5,0,1,0,1,-0.1226542,0.7571471
8.5,6.5,0,1,0,0,0.043971896,0.7703625
8.5,6.5,0,1,1,2,-0.65049434,0.74215716
8.5,6.5,0,1,1,1,-0.5659633,0.74000734
8.5,6.5,0,1,1,0,-0.4571432,0.75636286
8.5,6.5,0,2,0,2,0.14091492,0.793031
8.5,6.5,0,2,0,1,0.25749993,0.78253675
8.5,6.5,0,2,0,0,0.34563094,0.7958079
8.5,6.5,0,2,1,2,0.044757962,0.7882672
8.5,6.5,0,2,1,1,0.14812392,0.77591044
8.5,6.5,0,2,1,0,0.23582411,0.7888119
8.5,6.5,0,0,0,2,-0.7864135,0.7820154
8.5,6.5,0,0,0,1,-0.62921464,0.77102137
8.5,6.5,0,0,0,0,-0.45910698,0.78158164
8.5,6.5,0,0,1,2,-1.3601053,0.79256845
8.5,6.5,0,0,1,1,-1.307161,0.77341926
8.5,6.5,0,0,1,0,-1.1756283,0.77197653
8.5,8.0,2,1,0,2,0.3866378,0.7874625
8.5,8.0,2,1,0,1,0.53671235,0.7774345
8.5,8.0,2,1,0,0,0.64037925,0.7826456
8.5,8.0,2,1,1,2,0.4216166,0.78028023
8.5,8.0,2,1,1,1,0.5713802,0.76777565
8.5,8.0,2,1,1,0,0.6611459,0.7718895
8.5,8.0,2,2,0,2,0.8819464,0.78949046
8.5,8.0,2,2,0,1,1.0212053,0.78609824
8.5,8.0,2,2,0,0,1.076522,0.8005127
8.5,8.0,2,2,1,2,0.9822923,0.77738804
8.5,8.0,2,2,1,1,1.1842957,0.77345
8.5,8.0,2,2,1,0,1.2838684,0.7885824
8.5,8.0,2,0,0,2,-0.25371796,0.78099793
8.5,8.0,2,0,0,1,-0.12993789,0.7723713
8.5,8.0,2,0,0,0,-0.00035637617,0.782267
8.5,8.0,2,0,1,2,-0.41332603,0.7762522
8.5,8.0,2,0,1,1,-0.35287553,0.7592353
8.5,8.0,2,0,1,0,-0.27609396,0.76395404
8.5,8.0,1,1,0,2,0.106236935,0.757916
8.5,8.0,1,1,0,1,0.29451334,0.7554084
8.5,8.0,1,1,0,0,0.43862593,0.76818955
8.5,8.0,1,1,1,2,-0.03896457,0.7658986
8.5,8.0,1,1,1,1,0.11977166,0.75417674
8.5,8.0,1,1,1,0,0.23515362,0.7596376
8.5,8.0,1,2,0,2,0.42870504,0.7820277
8.5,8.0,1,2,0,1,0.5616358,0.76931924
8.5,8.0,1,2,0,0,0.65021104,0.7758824
8.5,8.0,1,2,1,2,0.49878561,0.7748498
8.5,8.0,1,2,1,1,0.672035,0.7598855
8.5,8.0,1,2,1,0,0.7808247,0.76753354
8.5,8.0,1,0,0,2,-0.51929206,0.77205384
8.5,8.0,1,0,0,1,-0.35127902,0.7680068
8.5,8.0,1,0,0,0,-0.17876244,0.78119284
8.5,8.0,1,0,1,2,-0.8773127,0.76543343
8.5,8.0,1,0,1,1,-0.77606213,0.7530208
8.5,8.0,1,0,1,0,-0.6503724,0.7599295
8.5,8.0,0,1,0,2,-0.45897865,0.7443125
8.5,8.0,0,1,0,1,-0.28243673,0.74917686
8.5,8.0,0,1,0,0,-0.10404098,0.7706005
8.5,8.0,0,1,1,2,-0.72932893,0.7560215
8.5,8.0,0,1,1,1,-0.6355096,0.7485513
8.5,8.0,0,1,1,0,-0.51704144,0.7592149
8.5,8.0,0,2,0,2,-0.047489703,0.7985597
8.5,8.0,0,2,0,1,0.06165582,0.7910547
8.5,8.0,0,2,0,0,0.15861756,0.80335176
8.5,8.0,0,2,1,2,-0.10061568,0.80666405
8.5,8.0,0,2,1,1,0.00068068504,0.7957577
8.5,8.0,0,2,1,0,0.094025075,0.8045734
8.5,8.0,0,0,0,2,-0.8551668,0.7740419
8.5,8.0,0,0,0,1,-0.69364715,0.7638199
8.5,8.0,0,0,0,0,-0.5102439,0.77318746
8.5,8.0,0,0,1,2,-1.3904356,0.7808836
8.5,8.0,0,0,1,1,-1.3348016,0.7540569
8.5,8.0,0,0,1,0,-1.199608,0.74682724
